date,home_team,away_team,home_goals,away_goals,result,xg_home,xg_away,league,season_code
2020-08-21 17:00:00,Bordeaux,Nantes,0,0,D,0.600075,0.187821,Ligue1,2021
2020-08-22 15:00:00,Dijon,Angers,0,1,A,0.739709,2.02214,Ligue1,2021
2020-08-22 19:00:00,Lille,Rennes,1,1,D,0.400974,1.29518,Ligue1,2021
2020-08-23 11:00:00,Monaco,Reims,2,2,D,2.67622,1.83257,Ligue1,2021
2020-08-23 13:00:00,Lorient,Strasbourg,3,1,H,3.07214,0.326826,Ligue1,2021
2020-08-23 13:00:00,Nimes,Brest,4,0,H,2.14597,0.468011,Ligue1,2021
2020-08-23 15:00:00,Nice,Lens,2,1,H,0.180464,3.03614,Ligue1,2021
2020-08-28 19:00:00,Lyon,Dijon,4,1,H,3.97148,0.215658,Ligue1,2021
2020-08-29 15:00:00,Rennes,Montpellier,2,1,H,1.78715,0.491784,Ligue1,2021
2020-08-29 19:00:00,Strasbourg,Nice,0,2,A,0.227899,1.20894,Ligue1,2021
2020-08-30 11:00:00,Reims,Lille,0,1,A,0.206627,0.906784,Ligue1,2021
2020-08-30 13:00:00,Angers,Bordeaux,0,2,A,0.511549,2.28529,Ligue1,2021
2020-08-30 13:00:00,Metz,Monaco,0,1,A,0.626118,0.189291,Ligue1,2021
2020-08-30 13:00:00,Nantes,Nimes,2,1,H,2.15547,0.874864,Ligue1,2021
2020-08-30 13:00:00,Saint-Etienne,Lorient,2,0,H,1.39361,0.2149,Ligue1,2021
2020-08-30 19:00:00,Brest,Marseille,2,3,A,2.12594,1.32391,Ligue1,2021
2020-09-10 21:00:00,Lens,Paris Saint Germain,1,0,H,1.71747,0.344198,Ligue1,2021
2020-09-11 19:00:00,Bordeaux,Lyon,0,0,D,0.231132,1.79726,Ligue1,2021
2020-09-12 15:00:00,Montpellier,Nice,3,1,H,1.69934,0.376694,Ligue1,2021
2020-09-12 19:00:00,Saint-Etienne,Strasbourg,2,0,H,1.76107,1.30205,Ligue1,2021
2020-09-13 11:00:00,Lille,Metz,1,0,H,0.814528,0.736721,Ligue1,2021
2020-09-13 13:00:00,Lorient,Lens,2,3,A,0.919743,1.98746,Ligue1,2021
2020-09-13 13:00:00,Dijon,Brest,0,2,A,0.296281,2.19687,Ligue1,2021
2020-09-13 13:00:00,Angers,Reims,1,0,H,2.14867,0.324767,Ligue1,2021
2020-09-13 13:00:00,Nimes,Rennes,2,4,A,1.00844,2.0941,Ligue1,2021
2020-09-13 15:00:00,Monaco,Nantes,2,1,H,2.27042,1.10894,Ligue1,2021
2020-09-13 19:00:00,Paris Saint Germain,Marseille,0,1,A,2.22184,0.502817,Ligue1,2021
2020-09-15 19:00:00,Montpellier,Lyon,2,1,H,1.75168,2.17049,Ligue1,2021
2020-09-16 19:00:00,Paris Saint Germain,Metz,1,0,H,2.42357,0.980849,Ligue1,2021
2020-09-17 19:00:00,Marseille,Saint-Etienne,0,2,A,2.65376,1.02937,Ligue1,2021
2020-09-18 19:00:00,Lyon,Nimes,0,0,D,1.62529,0.714832,Ligue1,2021
2020-09-19 15:00:00,Lens,Bordeaux,2,1,H,3.02331,0.359182,Ligue1,2021
2020-09-19 19:00:00,Rennes,Monaco,2,1,H,0.857476,0.816922,Ligue1,2021
2020-09-20 11:00:00,Nice,Paris Saint Germain,0,3,A,0.930504,3.32755,Ligue1,2021
2020-09-20 13:00:00,Strasbourg,Dijon,1,0,H,2.38097,0.487834,Ligue1,2021
2020-09-20 13:00:00,Metz,Reims,2,1,H,1.71276,1.18244,Ligue1,2021
2020-09-20 13:00:00,Montpellier,Angers,4,1,H,1.94396,0.772287,Ligue1,2021
2020-09-20 13:00:00,Brest,Lorient,3,2,H,1.21203,1.49951,Ligue1,2021
2020-09-20 15:00:00,Nantes,Saint-Etienne,2,2,D,1.33579,1.03738,Ligue1,2021
2020-09-20 19:00:00,Marseille,Lille,1,1,D,0.865098,1.49471,Ligue1,2021
2020-09-25 19:00:00,Lille,Nantes,2,0,H,2.09387,0.660348,Ligue1,2021
2020-09-26 15:00:00,Saint-Etienne,Rennes,0,3,A,0.200419,1.37167,Ligue1,2021
2020-09-26 19:00:00,Marseille,Metz,1,1,D,0.864412,1.10713,Ligue1,2021
2020-09-27 11:00:00,Bordeaux,Nice,0,0,D,1.17944,0.645309,Ligue1,2021
2020-09-27 13:00:00,Dijon,Montpellier,2,2,D,1.60909,2.31217,Ligue1,2021
2020-09-27 13:00:00,Angers,Brest,3,2,H,1.11753,2.36408,Ligue1,2021
2020-09-27 13:00:00,Monaco,Strasbourg,3,2,H,1.56306,1.40652,Ligue1,2021
2020-09-27 13:00:00,Nimes,Lens,1,1,D,0.370624,1.37195,Ligue1,2021
