Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
16/02/2025,11:30,Fiorentina,Como,0,2,A,0,1,A,5,8,3,4,2,1,14,24,3,2,0,0
16/02/2025,14:00,Monza,Lecce,0,0,D,0,0,D,8,19,3,5,3,7,10,18,2,2,0,0
16/02/2025,14:00,Udinese,Empoli,3,0,H,1,0,H,17,16,9,4,9,5,12,17,0,0,0,0
16/02/2025,17:00,Parma,Roma,0,1,A,0,1,A,5,16,1,4,1,10,11,5,0,0,0,0
16/02/2025,19:45,Juventus,Inter,1,0,H,0,0,D,16,17,8,2,7,5,17,10,1,1,0,0
17/02/2025,19:45,Genoa,Venezia,2,0,H,0,0,D,14,7,5,3,4,5,14,15,1,1,0,0
21/02/2025,19:45,Lecce,Udinese,0,1,A,0,1,A,10,12,1,5,11,8,15,11,1,3,0,0
22/02/2025,14:00,Parma,Bologna,2,0,H,1,0,H,4,16,3,1,0,4,14,13,2,1,0,0
22/02/2025,14:00,Venezia,Lazio,0,0,D,0,0,D,9,9,2,3,6,6,21,12,4,2,0,0
22/02/2025,17:00,Torino,Milan,2,1,H,1,0,H,9,26,3,8,4,11,14,5,1,1,0,0
22/02/2025,19:45,Inter,Genoa,1,0,H,0,0,D,18,11,5,2,6,7,7,14,0,2,0,0
23/02/2025,11:30,Como,Napoli,2,1,H,1,1,D,8,13,3,4,4,6,17,14,1,3,0,0
23/02/2025,14:00,Verona,Fiorentina,1,0,H,0,0,D,7,8,3,3,4,1,19,8,3,3,0,0
23/02/2025,17:00,Empoli,Atalanta,0,5,A,0,3,A,10,14,1,8,3,4,4,17,0,1,0,0
23/02/2025,19:45,Cagliari,Juventus,0,1,A,0,1,A,8,14,2,7,3,4,9,15,0,1,0,0
24/02/2025,19:45,Roma,Monza,4,0,H,2,0,H,23,5,6,2,6,3,6,7,0,1,0,0
27/02/2025,19:45,Bologna,Milan,2,1,H,0,1,A,14,8,4,4,4,5,13,15,1,2,0,0
28/02/2025,19:45,Fiorentina,Lecce,1,0,H,1,0,H,10,8,3,3,5,2,10,12,3,2,0,0
01/03/2025,14:00,Atalanta,Venezia,0,0,D,0,0,D,18,8,3,2,3,2,12,14,1,2,0,0
01/03/2025,17:00,Napoli,Inter,1,1,D,0,1,A,19,6,4,1,12,3,7,15,1,0,0,0
01/03/2025,19:45,Udinese,Parma,1,0,H,1,0,H,20,9,6,4,7,7,15,7,1,1,0,0
02/03/2025,11:30,Monza,Torino,0,2,A,0,1,A,9,13,2,7,1,4,10,20,2,2,0,0
02/03/2025,14:00,Bologna,Cagliari,2,1,H,0,1,A,15,2,5,1,4,1,15,24,1,2,0,0
02/03/2025,14:00,Genoa,Empoli,1,1,D,0,1,A,5,7,1,1,3,6,12,18,1,3,0,0
02/03/2025,17:00,Roma,Como,2,1,H,0,1,A,11,10,4,3,1,2,6,18,2,7,0,1
02/03/2025,19:45,Milan,Lazio,1,2,A,0,1,A,15,21,4,8,3,5,14,6,2,1,1,0
03/03/2025,19:45,Juventus,Verona,2,0,H,0,0,D,27,5,9,2,6,0,14,8,1,0,0,0
07/03/2025,19:45,Cagliari,Genoa,1,1,D,1,0,H,9,8,1,2,2,5,16,15,2,2,0,0
08/03/2025,14:00,Como,Venezia,1,1,D,0,0,D,12,11,7,6,3,5,11,14,2,3,0,0
08/03/2025,14:00,Parma,Torino,2,2,D,0,1,A,12,6,4,2,7,4,16,15,4,2,0,0
08/03/2025,17:00,Lecce,Milan,2,3,A,1,0,H,11,16,3,9,2,7,13,7,2,1,0,0
08/03/2025,19:45,Inter,Monza,3,2,H,1,2,A,30,8,9,4,13,1,8,7,0,1,0,0
09/03/2025,11:30,Verona,Bologna,1,2,A,0,1,A,7,12,2,6,1,3,23,11,2,1,1,0
09/03/2025,14:00,Napoli,Fiorentina,2,1,H,1,0,H,19,7,11,2,4,4,10,5,1,2,0,0
09/03/2025,17:00,Empoli,Roma,0,1,A,0,1,A,3,16,1,7,1,9,12,10,0,0,0,0
09/03/2025,19:45,Juventus,Atalanta,0,4,A,0,1,A,9,19,2,9,2,5,12,11,1,1,0,0
10/03/2025,19:45,Lazio,Udinese,1,1,D,1,1,D,10,15,5,4,4,9,9,11,2,4,0,0
14/03/2025,19:45,Genoa,Lecce,2,1,H,2,0,H,8,15,2,2,3,3,12,10,3,2,0,0
15/03/2025,14:00,Monza,Parma,1,1,D,0,0,D,12,14,4,6,6,3,14,16,0,3,0,0
15/03/2025,14:00,Udinese,Verona,0,1,A,0,0,D,11,7,3,2,2,1,21,16,5,2,0,0
15/03/2025,17:00,Milan,Como,2,1,H,0,1,A,9,15,3,6,0,5,21,7,3,3,0,1
15/03/2025,19:45,Torino,Empoli,1,0,H,0,0,D,13,16,3,2,5,5,9,12,1,0,0,0
16/03/2025,11:30,Venezia,Napoli,0,0,D,0,0,D,13,15,4,7,3,8,19,8,2,1,0,0
16/03/2025,14:00,Bologna,Lazio,5,0,H,1,0,H,13,7,7,2,7,1,18,16,2,3,0,0
16/03/2025,15:00,Roma,Cagliari,1,0,H,0,0,D,13,11,1,5,8,3,4,12,0,2,0,0
16/03/2025,17:00,Fiorentina,Juventus,3,0,H,2,0,H,9,11,3,2,1,6,9,13,2,3,0,0
16/03/2025,19:45,Atalanta,Inter,0,2,A,0,0,D,16,14,3,5,2,6,11,14,3,3,1,1
29/03/2025,14:00,Como,Empoli,1,1,D,0,0,D,16,14,5,4,4,1,5,22,2,5,0,1
29/03/2025,14:00,Venezia,Bologna,0,1,A,0,0,D,6,13,3,4,2,3,14,21,4,1,0,0
29/03/2025,17:00,Juventus,Genoa,1,0,H,1,0,H,9,9,6,3,4,3,13,11,3,2,0,0
29/03/2025,19:45,Lecce,Roma,0,1,A,0,0,D,17,16,4,6,6,6,6,11,1,3,0,0
30/03/2025,11:30,Cagliari,Monza,3,0,H,0,0,D,11,12,4,3,4,6,17,11,2,2,0,0
30/03/2025,14:00,Fiorentina,Atalanta,1,0,H,1,0,H,12,9,4,0,2,4,7,16,0,3,0,0
30/03/2025,17:00,Inter,Udinese,2,1,H,2,0,H,13,11,3,4,2,4,8,14,2,0,0,0
30/03/2025,19:45,Napoli,Milan,2,1,H,2,0,H,8,17,3,4,2,6,10,5,2,2,0,0
31/03/2025,17:30,Verona,Parma,0,0,D,0,0,D,6,10,0,1,5,5,11,9,2,1,0,0
31/03/2025,19:45,Lazio,Torino,1,1,D,0,0,D,16,7,6,2,5,3,9,20,3,4,0,0
04/04/2025,19:45,Genoa,Udinese,1,0,H,0,0,D,13,5,7,2,1,2,16,14,2,2,0,0
05/04/2025,14:00,Monza,Como,1,3,A,1,2,A,8,17,4,7,2,2,19,21,2,1,0,0
05/04/2025,17:00,Parma,Inter,2,2,D,0,2,A,8,20,4,4,2,4,9,7,2,3,0,0
05/04/2025,19:45,Milan,Fiorentina,2,2,D,1,2,A,19,15,6,8,7,4,12,12,4,3,0,0
06/04/2025,11:30,Lecce,Venezia,1,1,D,0,0,D,23,13,4,3,8,3,10,14,2,4,0,0
06/04/2025,14:00,Empoli,Cagliari,0,0,D,0,0,D,7,7,1,1,2,3,9,15,0,4,0,0
06/04/2025,14:00,Torino,Verona,1,1,D,0,0,D,7,13,3,1,1,5,9,19,1,1,1,0
06/04/2025,17:00,Atalanta,Lazio,0,1,A,0,0,D,10,8,2,3,11,4,6,6,1,2,0,0
06/04/2025,19:45,Roma,Juventus,1,1,D,0,1,A,11,11,4,7,4,4,11,15,1,1,0,0
07/04/2025,19:45,Bologna,Napoli,1,1,D,0,1,A,12,6,4,2,8,3,11,18,1,3,0,0
11/04/2025,19:45,Udinese,Milan,0,4,A,0,2,A,14,14,5,7,5,7,10,9,1,1,0,0
12/04/2025,14:00,Venezia,Monza,1,0,H,0,0,D,9,10,4,3,3,4,20,20,5,3,1,0
12/04/2025,17:00,Inter,Cagliari,3,1,H,2,0,H,13,8,4,4,5,6,6,12,0,1,0,0
12/04/2025,19:45,Juventus,Lecce,2,1,H,2,0,H,22,14,7,3,9,4,7,10,0,1,0,0
13/04/2025,11:30,Atalanta,Bologna,2,0,H,2,0,H,4,12,2,5,4,5,17,12,4,1,0,0
13/04/2025,14:00,Fiorentina,Parma,0,0,D,0,0,D,9,7,3,3,2,2,10,19,0,5,0,0
13/04/2025,14:00,Verona,Genoa,0,0,D,0,0,D,14,4,2,1,6,2,19,11,3,1,0,0
13/04/2025,17:00,Como,Torino,1,0,H,1,0,H,15,10,7,4,7,4,9,16,1,3,0,0
13/04/2025,19:45,Lazio,Roma,1,1,D,0,0,D,12,9,7,4,10,5,12,12,4,2,0,0
14/04/2025,19:45,Napoli,Empoli,3,0,H,1,0,H,17,12,6,1,5,5,8,15,1,1,0,0
19/04/2025,14:00,Lecce,Como,0,3,A,0,1,A,14,11,7,6,9,4,18,14,3,5,0,0
19/04/2025,17:00,Monza,Napoli,0,1,A,0,0,D,8,16,0,5,6,7,18,11,4,2,0,0
19/04/2025,19:45,Roma,Verona,1,0,H,1,0,H,6,8,3,2,4,6,5,17,0,2,0,0
20/04/2025,14:00,Empoli,Venezia,2,2,D,0,0,D,11,13,4,7,2,5,18,15,2,1,0,0
20/04/2025,17:00,Bologna,Inter,1,0,H,0,0,D,12,8,3,1,5,6,12,21,2,3,0,0
20/04/2025,19:45,Milan,Atalanta,0,1,A,0,0,D,12,11,1,2,7,5,8,7,0,1,0,0
23/04/2025,17:30,Cagliari,Fiorentina,1,2,A,1,1,D,8,8,2,4,4,4,15,15,2,2,0,0
23/04/2025,17:30,Genoa,Lazio,0,2,A,0,1,A,8,15,4,6,6,8,16,10,3,1,1,1
23/04/2025,17:30,Parma,Juventus,1,0,H,1,0,H,6,16,3,2,4,9,9,10,2,3,0,0
23/04/2025,17:30,Torino,Udinese,2,0,H,1,0,H,10,10,4,6,8,7,11,13,2,2,0,0
27/04/2025,11:30,Como,Genoa,1,0,H,0,0,D,14,4,3,1,6,3,19,15,2,1,0,0
27/04/2025,11:30,Venezia,Milan,0,2,A,0,1,A,15,12,2,2,7,2,14,13,1,0,0,0
27/04/2025,14:00,Fiorentina,Empoli,2,1,H,2,0,H,6,8,3,5,1,6,16,18,3,2,0,0
27/04/2025,14:00,Inter,Roma,0,1,A,0,1,A,17,19,2,7,4,3,11,9,1,2,0,0
27/04/2025,17:00,Juventus,Monza,2,0,H,2,0,H,10,12,5,3,0,5,17,5,3,3,1,0
27/04/2025,19:45,Atalanta,Lecce,1,1,D,0,1,A,21,10,6,3,12,3,10,8,1,1,0,0
27/04/2025,19:45,Napoli,Torino,2,0,H,2,0,H,8,9,2,0,2,5,5,13,0,3,0,0
28/04/2025,17:30,Udinese,Bologna,0,0,D,0,0,D,13,12,4,1,5,6,21,10,3,2,0,0
28/04/2025,19:45,Lazio,Parma,2,2,D,0,1,A,14,7,7,5,5,1,12,11,1,3,0,0
28/04/2025,19:45,Verona,Cagliari,0,2,A,0,1,A,6,6,2,4,2,3,14,9,2,1,1,0
02/05/2025,19:45,Torino,Venezia,1,1,D,0,1,A,19,7,4,3,5,1,7,18,1,0,0,0
03/05/2025,14:00,Cagliari,Udinese,1,2,A,1,1,D,8,11,2,3,5,4,5,15,1,2,0,0
03/05/2025,14:00,Parma,Como,0,1,A,0,0,D,13,13,3,4,5,5,16,14,1,1,0,0
03/05/2025,17:00,Lecce,Napoli,0,1,A,0,1,A,9,8,1,2,5,2,11,4,2,0,0,0
03/05/2025,19:45,Inter,Verona,1,0,H,1,0,H,9,6,2,1,4,3,6,11,1,3,0,0
04/05/2025,11:30,Empoli,Lazio,0,1,A,0,1,A,7,9,2,3,2,7,16,8,5,5,1,1
04/05/2025,14:00,Monza,Atalanta,0,4,A,0,2,A,13,15,7,5,3,7,9,10,1,2,0,0
04/05/2025,17:00,Roma,Fiorentina,1,0,H,1,0,H,12,13,4,5,7,4,9,8,2,2,0,1
04/05/2025,19:45,Bologna,Juventus,1,1,D,0,1,A,9,6,2,3,10,3,6,19,1,3,0,0
05/05/2025,19:45,Genoa,Milan,1,2,A,0,0,D,11,10,4,5,8,7,14,12,1,5,0,0
09/05/2025,19:45,Milan,Bologna,3,1,H,0,0,D,10,10,5,4,3,4,5,14,2,2,0,0
10/05/2025,14:00,Como,Cagliari,3,1,H,2,1,H,19,9,5,3,5,1,9,15,1,3,0,0
10/05/2025,17:00,Lazio,Juventus,1,1,D,0,0,D,19,8,6,3,3,3,14,10,5,4,0,1
10/05/2025,19:45,Empoli,Parma,2,1,H,1,0,H,15,3,4,1,4,0,21,16,2,2,0,1
11/05/2025,11:30,Udinese,Monza,1,2,A,0,0,D,21,5,5,2,7,0,21,8,2,3,0,0
11/05/2025,14:00,Verona,Lecce,1,1,D,1,1,D,6,11,2,3,3,6,17,15,4,0,0,0
11/05/2025,17:00,Torino,Inter,0,2,A,0,1,A,17,12,3,7,9,3,14,6,1,3,0,0
11/05/2025,19:45,Napoli,Genoa,2,2,D,1,1,D,22,8,11,2,8,0,12,14,1,2,0,0
12/05/2025,17:30,Venezia,Fiorentina,2,1,H,0,0,D,4,5,4,1,1,5,21,17,1,4,0,0
12/05/2025,19:45,Atalanta,Roma,2,1,H,1,1,D,16,10,3,4,8,7,14,14,1,0,0,0
17/05/2025,19:45,Genoa,Atalanta,2,3,A,1,0,H,12,13,5,6,7,0,10,14,0,0,0,0
18/05/2025,19:45,Cagliari,Venezia,3,0,H,2,0,H,20,10,5,1,8,8,7,9,1,1,0,0
18/05/2025,19:45,Fiorentina,Bologna,3,2,H,1,0,H,6,15,5,3,2,4,21,17,4,1,0,1
18/05/2025,19:45,Inter,Lazio,2,2,D,1,0,H,10,12,3,4,5,1,14,10,1,3,0,0
18/05/2025,19:45,Juventus,Udinese,2,0,H,0,0,D,24,7,7,2,12,3,9,13,0,3,0,0
18/05/2025,19:45,Lecce,Torino,1,0,H,0,0,D,10,10,4,4,3,4,13,8,1,1,0,0
18/05/2025,19:45,Monza,Empoli,1,3,A,1,0,H,12,9,4,4,2,6,8,16,0,1,0,0
18/05/2025,19:45,Parma,Napoli,0,0,D,0,0,D,6,7,4,2,3,2,13,16,2,2,0,0
18/05/2025,19:45,Roma,Milan,3,1,H,1,1,D,15,12,6,3,4,2,12,16,3,2,0,1
18/05/2025,19:45,Verona,Como,1,1,D,0,1,A,16,12,3,5,5,5,13,10,2,3,0,0
23/05/2025,19:45,Como,Inter,0,2,A,0,1,A,18,11,4,7,1,4,10,9,1,3,1,0
23/05/2025,19:45,Napoli,Cagliari,2,0,H,1,0,H,18,4,6,1,8,3,14,14,2,1,0,0
24/05/2025,17:00,Bologna,Genoa,1,3,A,0,3,A,16,5,5,3,13,1,13,23,5,2,0,0
24/05/2025,19:45,Milan,Monza,2,0,H,0,0,D,21,6,6,2,4,6,8,9,0,1,0,0
25/05/2025,19:45,Atalanta,Parma,2,3,A,2,0,H,11,18,5,10,5,6,7,7,1,1,0,0
25/05/2025,19:45,Empoli,Verona,1,2,A,1,1,D,14,5,5,2,13,1,10,29,2,2,0,0
25/05/2025,19:45,Lazio,Lecce,0,1,A,0,1,A,26,9,7,3,14,4,11,11,2,3,1,1
25/05/2025,19:45,Torino,Roma,0,2,A,0,1,A,11,15,4,5,2,1,15,11,1,1,0,0
25/05/2025,19:45,Udinese,Fiorentina,2,3,A,1,0,H,12,25,3,11,2,8,15,6,3,2,1,0
25/05/2025,19:45,Venezia,Juventus,2,3,A,1,2,A,12,15,5,5,6,6,10,18,1,2,0,0
