date,home_team,away_team,home_goals,away_goals,result,xg_home,xg_away,league,season_code
2022-08-05 18:30:00,Eintracht Frankfurt,Bayern Munich,1,6,A,0.756176,4.56023,Bundesliga,2223
2022-08-06 13:30:00,Union Berlin,Hertha Berlin,3,1,H,1.18263,0.350984,Bundesliga,2223
2022-08-06 13:30:00,Borussia M.Gladbach,Hoffenheim,3,1,H,2.07456,0.119138,Bundesliga,2223
2022-08-06 13:30:00,Wolfsburg,Werder Bremen,2,2,D,0.954909,1.04228,Bundesliga,2223
2022-08-06 13:30:00,Bochum,Mainz 05,1,2,A,0.818183,1.59439,Bundesliga,2223
2022-08-06 13:30:00,Augsburg,Freiburg,0,4,A,0.585905,1.54255,Bundesliga,2223
2022-08-06 16:30:00,Borussia Dortmund,Bayer Leverkusen,1,0,H,2.38349,1.23566,Bundesliga,2223
2022-08-07 13:30:00,VfB Stuttgart,RasenBallsport Leipzig,1,1,D,0.565488,2.13153,Bundesliga,2223
2022-08-07 15:30:00,FC Cologne,Schalke 04,3,1,H,4.42242,0.227735,Bundesliga,2223
2022-08-12 18:30:00,Freiburg,Borussia Dortmund,1,3,A,1.0831,0.781529,Bundesliga,2223
2022-08-13 13:30:00,Bayer Leverkusen,Augsburg,1,2,A,2.7843,0.749163,Bundesliga,2223
2022-08-13 13:30:00,RasenBallsport Leipzig,FC Cologne,2,2,D,1.17885,1.51583,Bundesliga,2223
2022-08-13 13:30:00,Werder Bremen,VfB Stuttgart,2,2,D,0.704357,1.31637,Bundesliga,2223
2022-08-13 13:30:00,Hoffenheim,Bochum,3,2,H,2.3761,1.47438,Bundesliga,2223
2022-08-13 13:30:00,Hertha Berlin,Eintracht Frankfurt,1,1,D,2.06497,1.20421,Bundesliga,2223
2022-08-13 16:30:00,Schalke 04,Borussia M.Gladbach,2,2,D,1.69324,1.41135,Bundesliga,2223
2022-08-14 13:30:00,Mainz 05,Union Berlin,0,0,D,0.648549,0.301432,Bundesliga,2223
2022-08-14 15:30:00,Bayern Munich,Wolfsburg,2,0,H,1.4017,0.443318,Bundesliga,2223
2022-08-19 18:30:00,Borussia M.Gladbach,Hertha Berlin,1,0,H,2.26575,0.967668,Bundesliga,2223
2022-08-20 13:30:00,Wolfsburg,Schalke 04,0,0,D,1.20648,1.03296,Bundesliga,2223
2022-08-20 13:30:00,Augsburg,Mainz 05,1,2,A,0.306368,2.04608,Bundesliga,2223
2022-08-20 13:30:00,VfB Stuttgart,Freiburg,0,1,A,0.766656,0.903953,Bundesliga,2223
2022-08-20 13:30:00,Borussia Dortmund,Werder Bremen,2,3,A,0.625547,1.20064,Bundesliga,2223
2022-08-20 13:30:00,Bayer Leverkusen,Hoffenheim,0,3,A,1.10143,1.30099,Bundesliga,2223
2022-08-20 16:30:00,Union Berlin,RasenBallsport Leipzig,2,1,H,0.642263,0.958767,Bundesliga,2223
2022-08-21 13:30:00,Eintracht Frankfurt,FC Cologne,1,1,D,0.54009,0.236472,Bundesliga,2223
