date,home_team,away_team,home_goals,away_goals,result,xg_home,xg_away,league,season_code
2016-08-20 20:00:00,Roma,Udinese,4,0,H,5.74878,0.517156,SerieA,1617
2016-08-20 22:45:00,Juventus,Fiorentina,2,1,H,1.5603,0.244198,SerieA,1617
2016-08-21 20:00:00,AC Milan,Torino,3,2,H,2.5953,1.74508,SerieA,1617
2016-08-21 22:45:00,Palermo,Sassuolo,0,1,A,0.351218,1.67953,SerieA,1617
2016-08-21 22:45:00,Pescara,Napoli,2,2,D,1.08269,1.41716,SerieA,1617
2016-08-21 22:45:00,Atalanta,Lazio,3,4,A,1.54669,1.80658,SerieA,1617
2016-08-21 22:45:00,Bologna,Crotone,1,0,H,1.73535,0.38438,SerieA,1617
2016-08-21 22:45:00,Chievo,Inter,2,0,H,0.778083,1.01715,SerieA,1617
2016-08-21 22:45:00,Empoli,Sampdoria,0,1,A,0.934821,1.04646,SerieA,1617
2016-08-21 22:45:00,Genoa,Cagliari,3,1,H,1.52666,0.912546,SerieA,1617
2016-08-27 20:00:00,Lazio,Juventus,0,1,A,0.16672,0.614088,SerieA,1617
2016-08-27 22:45:00,Napoli,AC Milan,4,2,H,2.78103,0.804413,SerieA,1617
2016-08-28 20:00:00,Inter,Palermo,1,1,D,1.94441,0.544244,SerieA,1617
2016-08-28 22:45:00,Sampdoria,Atalanta,2,1,H,0.933904,0.314303,SerieA,1617
2016-08-28 22:45:00,Sassuolo,Pescara,2,1,H,0.54343,1.45854,SerieA,1617
2016-08-28 22:45:00,Torino,Bologna,5,1,H,4.22894,0.532401,SerieA,1617
2016-08-28 22:45:00,Udinese,Empoli,2,0,H,0.912097,1.18302,SerieA,1617
2016-08-28 22:45:00,Cagliari,Roma,2,2,D,1.76368,2.92514,SerieA,1617
2016-08-28 22:45:00,Crotone,Genoa,1,3,A,1.02444,2.39624,SerieA,1617
2016-08-28 22:45:00,Fiorentina,Chievo,1,0,H,0.763552,0.795506,SerieA,1617
2016-09-10 20:00:00,Juventus,Sassuolo,3,1,H,3.29973,0.835114,SerieA,1617
2016-09-10 22:45:00,Palermo,Napoli,0,3,A,0.58528,1.89333,SerieA,1617
2016-09-11 14:30:00,Bologna,Cagliari,2,1,H,1.75506,0.916015,SerieA,1617
2016-09-11 17:00:00,Chievo,Lazio,1,1,D,2.00749,0.74614,SerieA,1617
2016-09-11 17:00:00,AC Milan,Udinese,0,1,A,0.959858,0.507771,SerieA,1617
2016-09-11 17:00:00,Roma,Sampdoria,3,2,H,3.61418,1.23572,SerieA,1617
2016-09-11 17:00:00,Atalanta,Torino,2,1,H,2.47685,0.648686,SerieA,1617
2016-09-11 22:45:00,Pescara,Inter,1,2,A,1.52585,1.70313,SerieA,1617
2016-09-12 22:45:00,Empoli,Crotone,2,1,H,0.636904,0.521587,SerieA,1617
2016-09-16 22:45:00,Sampdoria,AC Milan,0,1,A,0.594515,0.782456,SerieA,1617
2016-09-17 20:00:00,Lazio,Pescara,3,0,H,3.04807,1.21293,SerieA,1617
2016-09-17 22:45:00,Napoli,Bologna,3,1,H,1.47652,0.312903,SerieA,1617
2016-09-18 14:30:00,Udinese,Chievo,1,2,A,0.753743,2.50145,SerieA,1617
2016-09-18 17:00:00,Sassuolo,Genoa,2,0,H,2.29731,1.40462,SerieA,1617
2016-09-18 17:00:00,Torino,Empoli,0,0,D,0.718392,0.184549,SerieA,1617
2016-09-18 17:00:00,Cagliari,Atalanta,3,0,H,1.03866,1.02015,SerieA,1617
2016-09-18 17:00:00,Crotone,Palermo,1,1,D,1.13821,0.612635,SerieA,1617
2016-09-18 20:00:00,Inter,Juventus,2,1,H,0.746577,1.24154,SerieA,1617
2016-09-18 22:45:00,Fiorentina,Roma,1,0,H,0.737697,1.02389,SerieA,1617
2016-09-20 22:45:00,AC Milan,Lazio,2,0,H,2.62568,0.701969,SerieA,1617
2016-09-21 20:30:00,Bologna,Sampdoria,2,0,H,1.04424,0.902754,SerieA,1617
2016-09-21 22:45:00,Chievo,Sassuolo,2,1,H,0.195009,0.435427,SerieA,1617
2016-09-21 22:45:00,Empoli,Inter,0,2,A,0.437207,1.89478,SerieA,1617
2016-09-21 22:45:00,Genoa,Napoli,0,0,D,0.838569,0.928776,SerieA,1617
2016-09-21 22:45:00,Juventus,Cagliari,4,0,H,3.23331,0.0712181,SerieA,1617
2016-09-21 22:45:00,Pescara,Torino,0,0,D,0.988465,0.628442,SerieA,1617
2016-09-21 22:45:00,Roma,Crotone,4,0,H,2.21659,1.20964,SerieA,1617
2016-09-21 22:45:00,Udinese,Fiorentina,2,2,D,1.89441,1.08173,SerieA,1617
2016-09-21 22:45:00,Atalanta,Palermo,0,1,A,1.6265,1.04637,SerieA,1617
2016-09-24 20:00:00,Palermo,Juventus,0,1,A,0.115058,1.22962,SerieA,1617
2016-09-24 22:45:00,Napoli,Chievo,2,0,H,0.644091,0.41855,SerieA,1617
2016-09-25 14:30:00,Torino,Roma,3,1,H,2.48231,2.97512,SerieA,1617
2016-09-25 17:00:00,Sassuolo,Udinese,1,0,H,1.51059,0.611892,SerieA,1617
2016-09-25 17:00:00,Genoa,Pescara,1,1,D,0.507435,1.09165,SerieA,1617
2016-09-25 17:00:00,Inter,Bologna,1,1,D,1.37159,0.551483,SerieA,1617
2016-09-25 17:00:00,Lazio,Empoli,2,0,H,1.91368,1.03563,SerieA,1617
2016-09-25 22:45:00,Fiorentina,AC Milan,0,0,D,1.54079,0.710461,SerieA,1617
2016-09-26 21:00:00,Crotone,Atalanta,1,3,A,0.659193,2.1441,SerieA,1617
2016-09-26 23:00:00,Cagliari,Sampdoria,2,1,H,1.33563,1.13075,SerieA,1617
2016-10-01 20:00:00,Pescara,Chievo,0,2,A,0.518031,1.81437,SerieA,1617
2016-10-01 22:45:00,Udinese,Lazio,0,3,A,1.05481,1.29748,SerieA,1617
2016-10-02 14:30:00,Empoli,Juventus,0,3,A,0.310516,4.15533,SerieA,1617
2016-10-02 17:00:00,Sampdoria,Palermo,1,1,D,1.44665,0.514686,SerieA,1617
2016-10-02 17:00:00,Atalanta,Napoli,1,0,H,1.57211,0.559123,SerieA,1617
2016-10-02 17:00:00,Bologna,Genoa,0,1,A,0.1582,1.19687,SerieA,1617
2016-10-02 17:00:00,Cagliari,Crotone,2,1,H,0.586739,1.25433,SerieA,1617
2016-10-02 20:00:00,Torino,Fiorentina,2,1,H,0.934719,1.4493,SerieA,1617
2016-10-02 20:00:00,AC Milan,Sassuolo,4,3,H,1.41957,1.17991,SerieA,1617
2016-10-02 22:45:00,Roma,Inter,2,1,H,2.39527,1.17527,SerieA,1617
2016-10-15 17:00:00,Napoli,Roma,1,3,A,1.65517,1.81758,SerieA,1617
2016-10-15 20:00:00,Pescara,Sampdoria,1,1,D,1.69154,1.6457,SerieA,1617
2016-10-15 22:45:00,Juventus,Udinese,2,1,H,2.46977,0.257762,SerieA,1617
2016-10-16 14:30:00,Fiorentina,Atalanta,0,0,D,1.36172,0.93609,SerieA,1617
2016-10-16 17:00:00,Genoa,Empoli,0,0,D,0.287766,0.0947143,SerieA,1617
2016-10-16 17:00:00,Inter,Cagliari,1,2,A,2.61615,1.4579,SerieA,1617
2016-10-16 17:00:00,Lazio,Bologna,1,1,D,2.91842,1.04123,SerieA,1617
2016-10-16 17:00:00,Sassuolo,Crotone,2,1,H,2.05142,0.634162,SerieA,1617
2016-10-16 22:45:00,Chievo,AC Milan,1,3,A,0.253892,1.59791,SerieA,1617
2016-10-17 22:45:00,Palermo,Torino,1,4,A,0.865751,1.20703,SerieA,1617
2016-10-22 20:00:00,Sampdoria,Genoa,2,1,H,2.08079,1.0875,SerieA,1617
2016-10-22 22:45:00,AC Milan,Juventus,1,0,H,0.254814,0.731154,SerieA,1617
2016-10-23 14:30:00,Udinese,Pescara,3,1,H,2.33345,0.694512,SerieA,1617
2016-10-23 17:00:00,Torino,Lazio,2,2,D,1.66152,1.31796,SerieA,1617
2016-10-23 17:00:00,Cagliari,Fiorentina,3,5,A,1.30024,2.22004,SerieA,1617
2016-10-23 17:00:00,Crotone,Napoli,1,2,A,1.78468,2.32041,SerieA,1617
2016-10-23 17:00:00,Empoli,Chievo,0,0,D,0.445783,1.014,SerieA,1617
2016-10-23 17:00:00,Atalanta,Inter,2,1,H,2.3909,0.235632,SerieA,1617
2016-10-23 20:00:00,Bologna,Sassuolo,1,1,D,1.39945,0.638691,SerieA,1617
2016-10-23 22:45:00,Roma,Palermo,4,1,H,2.48508,0.435093,SerieA,1617
2016-10-25 22:45:00,Genoa,AC Milan,3,0,H,0.918374,0.437331,SerieA,1617
2016-10-26 22:45:00,Inter,Torino,2,1,H,2.39829,0.547634,SerieA,1617
2016-10-26 22:45:00,Juventus,Sampdoria,4,1,H,2.13285,0.347792,SerieA,1617
2016-10-26 22:45:00,Lazio,Cagliari,4,1,H,3.41279,1.28037,SerieA,1617
2016-10-26 22:45:00,Napoli,Empoli,2,0,H,3.89995,0.29497,SerieA,1617
2016-10-26 22:45:00,Chievo,Bologna,1,1,D,1.00976,0.201128,SerieA,1617
2016-10-26 22:45:00,Fiorentina,Crotone,1,1,D,1.41393,0.725924,SerieA,1617
2016-10-26 22:45:00,Pescara,Atalanta,0,1,A,0.22903,0.665026,SerieA,1617
2016-10-26 22:45:00,Sassuolo,Roma,1,3,A,1.00699,2.21845,SerieA,1617
2016-10-27 22:45:00,Palermo,Udinese,1,3,A,0.59003,0.990877,SerieA,1617
2016-10-29 20:00:00,Bologna,Fiorentina,0,1,A,0.225855,1.71314,SerieA,1617
2016-10-29 22:45:00,Juventus,Napoli,2,1,H,0.49027,0.904839,SerieA,1617
2016-10-30 15:30:00,Atalanta,Genoa,3,0,H,1.30193,0.801499,SerieA,1617
2016-10-30 18:00:00,Lazio,Sassuolo,2,1,H,1.78915,1.2589,SerieA,1617
2016-10-30 18:00:00,AC Milan,Pescara,1,0,H,1.74004,0.736729,SerieA,1617
2016-10-30 18:00:00,Crotone,Chievo,2,0,H,1.72351,0.659158,SerieA,1617
2016-10-30 18:00:00,Empoli,Roma,0,0,D,0.326558,1.44104,SerieA,1617
2016-10-30 23:45:00,Sampdoria,Inter,1,0,H,0.821852,2.47165,SerieA,1617
2016-10-31 22:00:00,Udinese,Torino,2,2,D,2.11839,1.18042,SerieA,1617
2016-11-01 00:00:00,Cagliari,Palermo,2,1,H,0.672437,0.701202,SerieA,1617
2016-11-05 21:00:00,Torino,Cagliari,5,1,H,2.84168,0.46731,SerieA,1617
2016-11-05 23:45:00,Napoli,Lazio,1,1,D,0.713297,0.414383,SerieA,1617
2016-11-06 15:30:00,Pescara,Empoli,0,4,A,2.53565,2.50908,SerieA,1617
