Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
D1,02/03/2019,Schalke 04,Fortuna Dusseldorf,0,4,A,0,1,A,7,13,2,5,1,1,16,16,4,2,0,0
D1,03/03/2019,Stuttgart,Hannover,5,1,H,3,0,H,14,3,8,1,7,0,15,16,2,2,0,0
D1,03/03/2019,Wolfsburg,Werder Bremen,1,1,D,0,0,D,13,12,5,3,6,4,8,22,0,2,0,0
D1,08/03/2019,Werder Bremen,Schalke 04,4,2,H,1,1,D,20,14,7,8,4,5,17,10,2,1,0,0
D1,09/03/2019,Bayern Munich,Wolfsburg,6,0,H,2,0,H,22,4,12,1,7,2,9,6,0,1,0,0
D1,09/03/2019,Dortmund,Stuttgart,3,1,H,0,0,D,18,7,8,1,7,1,6,10,3,3,0,0
D1,09/03/2019,Freiburg,Hertha,2,1,H,1,0,H,10,16,4,6,3,6,10,14,1,3,0,0
D1,09/03/2019,Mainz,M'gladbach,0,1,A,0,0,D,15,11,2,4,2,6,12,4,2,0,0,0
D1,09/03/2019,RB Leipzig,Augsburg,0,0,D,0,0,D,17,5,4,3,7,4,13,9,1,1,0,0
D1,10/03/2019,Hannover,Leverkusen,2,3,A,0,2,A,11,15,5,5,6,6,14,15,3,1,0,0
D1,10/03/2019,Hoffenheim,Nurnberg,2,1,H,1,0,H,18,11,6,5,8,3,10,7,3,2,0,0
D1,11/03/2019,Fortuna Dusseldorf,Ein Frankfurt,0,3,A,0,0,D,7,15,3,6,1,5,9,14,1,2,0,0
D1,15/03/2019,M'gladbach,Freiburg,1,1,D,1,1,D,13,10,2,2,10,6,10,13,0,3,0,0
D1,16/03/2019,Augsburg,Hannover,3,1,H,0,1,A,22,13,10,4,2,3,11,10,1,4,0,0
D1,16/03/2019,Hertha,Dortmund,2,3,A,2,1,H,7,25,4,8,4,10,10,5,3,3,2,0
D1,16/03/2019,Schalke 04,RB Leipzig,0,1,A,0,1,A,14,15,3,4,0,6,12,16,1,1,0,0
D1,16/03/2019,Stuttgart,Hoffenheim,1,1,D,0,1,A,13,21,2,8,4,9,10,15,4,2,0,0
D1,16/03/2019,Wolfsburg,Fortuna Dusseldorf,5,2,H,1,1,D,19,18,10,6,7,5,15,9,1,1,0,0
D1,17/03/2019,Bayern Munich,Mainz,6,0,H,3,0,H,22,7,11,1,13,2,7,5,1,0,0,0
D1,17/03/2019,Ein Frankfurt,Nurnberg,1,0,H,1,0,H,24,9,4,3,8,3,4,13,0,2,0,0
D1,17/03/2019,Leverkusen,Werder Bremen,1,3,A,0,2,A,15,10,2,5,10,3,8,11,3,2,0,0
D1,29/03/2019,Hoffenheim,Leverkusen,4,1,H,1,1,D,13,18,5,6,4,7,8,6,2,2,0,0
D1,30/03/2019,Dortmund,Wolfsburg,2,0,H,0,0,D,11,7,5,3,5,4,11,13,0,3,0,0
D1,30/03/2019,Fortuna Dusseldorf,M'gladbach,3,1,H,3,0,H,8,13,4,6,1,2,14,13,2,3,0,0
D1,30/03/2019,Freiburg,Bayern Munich,1,1,D,1,1,D,12,26,5,8,1,7,8,9,3,1,0,0
D1,30/03/2019,Nurnberg,Augsburg,3,0,H,0,0,D,12,14,4,3,4,4,8,12,1,3,0,0
D1,30/03/2019,RB Leipzig,Hertha,5,0,H,2,0,H,21,6,9,0,6,3,7,6,1,1,0,0
D1,30/03/2019,Werder Bremen,Mainz,3,1,H,2,0,H,8,12,4,5,7,8,11,9,0,1,0,0
D1,31/03/2019,Ein Frankfurt,Stuttgart,3,0,H,1,0,H,11,10,5,3,5,5,13,10,2,1,0,0
D1,31/03/2019,Hannover,Schalke 04,0,1,A,0,1,A,15,6,3,3,8,2,16,17,1,1,0,0
D1,05/04/2019,Mainz,Freiburg,5,0,H,3,0,H,9,17,5,5,2,7,17,7,3,1,0,0
D1,06/04/2019,Bayern Munich,Dortmund,5,0,H,4,0,H,22,5,10,1,11,1,9,12,1,2,0,0
D1,06/04/2019,Hertha,Fortuna Dusseldorf,1,2,A,1,1,D,13,13,3,7,2,6,18,11,2,1,0,0
D1,06/04/2019,Leverkusen,RB Leipzig,2,4,A,2,1,H,11,8,4,4,6,2,10,12,2,1,0,0
D1,06/04/2019,Schalke 04,Ein Frankfurt,1,2,A,1,1,D,6,16,4,5,3,6,16,8,5,1,1,0
D1,06/04/2019,Stuttgart,Nurnberg,1,1,D,0,1,A,14,19,4,6,12,5,8,11,1,3,0,0
D1,06/04/2019,Wolfsburg,Hannover,3,1,H,1,1,D,13,11,5,4,9,2,9,11,1,2,0,0
D1,07/04/2019,Augsburg,Hoffenheim,0,4,A,0,1,A,8,18,0,9,4,3,9,10,1,1,0,0
D1,07/04/2019,M'gladbach,Werder Bremen,1,1,D,0,0,D,15,12,3,6,7,1,7,6,2,2,0,0
D1,12/04/2019,Nurnberg,Schalke 04,1,1,D,0,0,D,17,16,6,2,11,9,12,13,1,2,0,0
D1,13/04/2019,Dortmund,Mainz,2,1,H,2,0,H,11,17,7,9,4,4,10,6,0,1,0,0
D1,13/04/2019,Hannover,M'gladbach,0,1,A,0,0,D,12,18,5,9,3,12,10,8,0,0,0,0
D1,13/04/2019,RB Leipzig,Wolfsburg,2,0,H,2,0,H,21,6,10,2,9,3,19,12,1,1,0,0
D1,13/04/2019,Stuttgart,Leverkusen,0,1,A,0,0,D,13,18,5,5,7,6,13,11,1,0,1,0
D1,13/04/2019,Werder Bremen,Freiburg,2,1,H,0,0,D,17,9,7,5,7,3,18,7,1,3,0,0
D1,14/04/2019,Ein Frankfurt,Augsburg,1,3,A,1,2,A,17,18,4,6,8,2,17,9,3,1,1,0
D1,14/04/2019,Fortuna Dusseldorf,Bayern Munich,1,4,A,0,2,A,7,21,2,10,2,6,11,8,1,0,0,0
D1,14/04/2019,Hoffenheim,Hertha,2,0,H,1,0,H,30,5,7,2,9,3,8,16,1,0,0,0
D1,20/04/2019,Augsburg,Stuttgart,6,0,H,3,0,H,24,14,13,4,9,4,13,6,0,0,0,0
D1,20/04/2019,Bayern Munich,Werder Bremen,1,0,H,0,0,D,28,3,7,0,14,3,10,12,0,2,0,1
D1,20/04/2019,Leverkusen,Nurnberg,2,0,H,0,0,D,20,5,9,1,11,1,11,7,0,0,0,0
D1,20/04/2019,Mainz,Fortuna Dusseldorf,3,1,H,1,1,D,21,17,5,7,3,7,10,14,0,3,0,0
D1,20/04/2019,M'gladbach,RB Leipzig,1,2,A,0,1,A,14,14,4,4,2,4,13,14,0,2,0,0
D1,20/04/2019,Schalke 04,Hoffenheim,2,5,A,0,2,A,15,11,5,6,6,1,13,15,2,3,0,0
D1,21/04/2019,Freiburg,Dortmund,0,4,A,0,1,A,9,10,2,6,5,3,10,6,2,0,0,0
D1,21/04/2019,Hertha,Hannover,0,0,D,0,0,D,16,13,3,5,5,8,13,9,4,1,0,0
D1,22/04/2019,Wolfsburg,Ein Frankfurt,1,1,D,0,0,D,21,12,8,3,13,6,10,8,2,3,0,0
D1,26/04/2019,Augsburg,Leverkusen,1,4,A,1,1,D,8,13,2,7,3,3,11,8,1,0,0,0
D1,27/04/2019,Dortmund,Schalke 04,2,4,A,1,2,A,8,8,2,4,2,4,9,18,0,6,2,0
D1,27/04/2019,Ein Frankfurt,Hertha,0,0,D,0,0,D,10,10,4,3,2,4,13,15,0,5,0,1
D1,27/04/2019,Fortuna Dusseldorf,Werder Bremen,4,1,H,2,1,H,13,18,6,9,4,9,10,13,1,3,0,0
D1,27/04/2019,Hannover,Mainz,1,0,H,0,0,D,7,23,3,4,4,7,10,14,2,1,0,0
D1,27/04/2019,RB Leipzig,Freiburg,2,1,H,1,0,H,15,14,4,8,5,4,15,15,3,5,0,0
D1,27/04/2019,Stuttgart,M'gladbach,1,0,H,0,0,D,13,17,6,4,2,7,18,8,2,1,0,0
D1,28/04/2019,Hoffenheim,Wolfsburg,1,4,A,1,1,D,19,22,7,10,9,3,13,9,2,2,0,0
D1,28/04/2019,Nurnberg,Bayern Munich,1,1,D,0,0,D,9,18,4,6,5,5,11,8,1,2,0,0
D1,03/05/2019,Mainz,RB Leipzig,3,3,D,1,2,A,14,15,6,5,6,4,14,12,1,1,0,0
D1,04/05/2019,Bayern Munich,Hannover,3,1,H,2,0,H,27,2,14,1,11,0,9,5,0,3,0,1
D1,04/05/2019,Hertha,Stuttgart,3,1,H,2,0,H,11,14,6,1,2,5,13,17,1,1,0,0
D1,04/05/2019,M'gladbach,Hoffenheim,2,2,D,0,1,A,10,26,5,9,2,7,10,18,2,4,0,0
D1,04/05/2019,Werder Bremen,Dortmund,2,2,D,0,2,A,14,21,4,8,4,8,17,7,2,1,0,0
D1,04/05/2019,Wolfsburg,Nurnberg,2,0,H,1,0,H,10,12,4,3,4,5,8,12,0,0,0,0
D1,05/05/2019,Freiburg,Fortuna Dusseldorf,1,1,D,1,1,D,9,16,3,3,5,4,12,11,2,3,1,0
D1,05/05/2019,Leverkusen,Ein Frankfurt,6,1,H,6,1,H,17,4,11,2,1,4,3,11,0,3,0,0
D1,05/05/2019,Schalke 04,Augsburg,0,0,D,0,0,D,14,7,3,3,7,4,4,7,1,0,0,0
D1,11/05/2019,Augsburg,Hertha,3,4,A,1,0,H,5,24,3,8,1,9,11,4,0,1,0,0
D1,11/05/2019,Dortmund,Fortuna Dusseldorf,3,2,H,1,0,H,15,8,5,3,2,4,11,12,1,0,0,1
D1,11/05/2019,Hannover,Freiburg,3,0,H,1,0,H,18,5,6,1,5,3,15,12,0,2,0,0
D1,11/05/2019,Hoffenheim,Werder Bremen,0,1,A,0,1,A,19,11,3,6,1,4,16,10,3,4,0,0
D1,11/05/2019,Leverkusen,Schalke 04,1,1,D,1,0,H,18,8,5,3,4,4,10,10,2,1,0,0
D1,11/05/2019,Nurnberg,M'gladbach,0,4,A,0,0,D,12,16,2,5,1,5,4,14,0,2,0,0
D1,11/05/2019,RB Leipzig,Bayern Munich,0,0,D,0,0,D,10,11,3,5,1,6,11,9,0,2,0,0
D1,11/05/2019,Stuttgart,Wolfsburg,3,0,H,1,0,H,11,8,4,2,4,3,14,10,1,2,0,0
D1,12/05/2019,Ein Frankfurt,Mainz,0,2,A,0,0,D,13,15,4,4,9,6,10,20,1,1,0,0
D1,18/05/2019,Bayern Munich,Ein Frankfurt,5,1,H,1,0,H,23,6,14,2,5,3,7,13,2,2,0,0
D1,18/05/2019,Fortuna Dusseldorf,Hannover,2,1,H,0,0,D,15,14,7,3,2,7,13,9,2,1,0,0
D1,18/05/2019,Freiburg,Nurnberg,5,1,H,2,0,H,18,14,8,5,4,2,15,9,2,1,0,0
D1,18/05/2019,Hertha,Leverkusen,1,5,A,1,2,A,9,13,4,8,4,3,10,14,1,1,0,0
D1,18/05/2019,Mainz,Hoffenheim,4,2,H,0,2,A,22,19,12,7,8,5,17,9,2,4,0,1
D1,18/05/2019,M'gladbach,Dortmund,0,2,A,0,1,A,7,12,0,3,2,2,8,6,1,1,0,0
D1,18/05/2019,Schalke 04,Stuttgart,0,0,D,0,0,D,12,16,3,8,7,5,10,8,0,1,0,0
D1,18/05/2019,Werder Bremen,RB Leipzig,2,1,H,1,0,H,6,10,3,3,3,9,16,12,2,2,0,0
D1,18/05/2019,Wolfsburg,Augsburg,8,1,H,3,0,H,18,12,10,4,6,5,5,11,0,2,0,0
