Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
29/08/2025,19:45,Lens,Brest,3,1,H,0,1,A,30,9,10,2,15,1,7,12,1,3,0,1
30/08/2025,16:00,Lorient,Lille,1,7,A,0,0,D,6,20,2,11,3,8,14,18,3,3,0,0
30/08/2025,18:00,Nantes,Auxerre,1,0,H,1,0,H,4,14,3,4,3,9,13,11,1,3,0,0
30/08/2025,20:05,Toulouse,Paris SG,3,6,A,1,4,A,14,13,6,8,5,7,7,11,1,0,0,0
31/08/2025,14:00,Angers,Rennes,1,1,D,0,1,A,10,15,7,7,1,7,9,11,2,2,0,0
31/08/2025,16:15,Le Havre,Nice,3,1,H,1,0,H,12,7,8,3,0,5,13,16,1,4,0,0
31/08/2025,16:15,Monaco,Strasbourg,3,2,H,1,0,H,12,12,4,4,6,5,13,12,2,1,0,1
31/08/2025,16:15,Paris FC,Metz,3,2,H,1,1,D,24,14,9,2,14,6,4,8,1,1,0,1
31/08/2025,19:45,Lyon,Marseille,1,0,H,0,0,D,17,5,5,2,9,4,16,11,2,2,0,1
12/09/2025,19:45,Marseille,Lorient,4,0,H,3,0,H,15,4,8,1,10,0,18,5,3,2,0,1
13/09/2025,16:00,Nice,Nantes,1,0,H,0,0,D,19,14,8,3,7,4,16,13,2,0,0,0
13/09/2025,20:05,Auxerre,Monaco,1,2,A,0,1,A,9,13,2,3,5,8,12,19,3,6,1,0
14/09/2025,14:00,Lille,Toulouse,2,1,H,0,0,D,20,9,5,4,7,6,12,10,2,3,0,1
14/09/2025,16:15,Brest,Paris FC,1,2,A,0,2,A,23,7,8,4,6,1,11,10,0,2,0,1
14/09/2025,16:15,Metz,Angers,1,1,D,1,0,H,9,11,5,4,4,3,10,7,0,1,0,0
14/09/2025,16:15,Paris SG,Lens,2,0,H,1,0,H,14,11,6,3,4,3,10,8,1,2,0,0
14/09/2025,16:15,Strasbourg,Le Havre,1,0,H,0,0,D,9,10,7,1,4,3,8,16,2,2,1,0
14/09/2025,19:45,Rennes,Lyon,3,1,H,0,1,A,23,8,5,5,5,4,18,13,2,2,0,1
19/09/2025,19:45,Lyon,Angers,1,0,H,0,0,D,16,10,5,2,7,4,16,10,2,2,0,0
20/09/2025,16:00,Nantes,Rennes,2,2,D,0,2,A,16,8,4,4,4,4,14,18,3,1,0,0
20/09/2025,18:00,Brest,Nice,4,1,H,2,1,H,11,21,5,4,2,7,17,11,1,3,0,0
20/09/2025,20:05,Lens,Lille,3,0,H,2,0,H,15,17,6,3,4,10,17,11,1,3,0,0
21/09/2025,14:00,Paris FC,Strasbourg,2,3,A,0,1,A,18,8,6,4,4,2,11,10,1,5,0,0
21/09/2025,16:15,Auxerre,Toulouse,1,0,H,1,0,H,6,13,1,3,3,4,12,20,1,6,1,0
21/09/2025,16:15,Le Havre,Lorient,1,1,D,0,1,A,13,8,2,4,6,2,20,15,3,6,0,0
21/09/2025,16:15,Monaco,Metz,5,2,H,1,1,D,16,8,6,3,4,5,15,6,1,0,0,0
22/09/2025,22:00,Marseille,Paris SG,1,0,H,1,0,H,9,12,2,5,5,3,16,7,3,0,0,0
26/09/2025,19:45,Strasbourg,Marseille,1,2,A,0,0,D,9,16,1,9,5,4,13,15,2,4,0,0
27/09/2025,16:00,Lorient,Monaco,3,1,H,1,0,H,19,5,8,2,2,4,10,11,2,3,0,1
27/09/2025,18:00,Toulouse,Nantes,2,2,D,0,1,A,20,12,7,2,1,4,18,12,2,3,0,0
27/09/2025,20:05,Paris SG,Auxerre,2,0,H,1,0,H,15,12,8,3,5,5,17,10,1,2,0,0
28/09/2025,14:00,Nice,Paris FC,1,1,D,1,0,H,11,13,5,3,5,5,14,14,1,1,0,0
28/09/2025,16:15,Angers,Brest,0,2,A,0,2,A,11,7,2,3,11,4,13,13,1,1,0,0
28/09/2025,16:15,Lille,Lyon,0,1,A,0,1,A,14,5,3,2,3,4,20,24,4,4,1,0
28/09/2025,16:15,Metz,Le Havre,0,0,D,0,0,D,7,11,0,2,4,6,16,16,2,2,0,0
28/09/2025,19:45,Rennes,Lens,0,0,D,0,0,D,14,13,2,2,8,4,16,9,3,2,0,1
03/10/2025,19:45,Paris FC,Lorient,2,0,H,2,0,H,10,8,2,3,1,5,19,10,0,2,0,0
04/10/2025,16:00,Metz,Marseille,0,3,A,0,0,D,4,21,1,9,4,4,8,7,0,0,0,0
04/10/2025,18:00,Brest,Nantes,0,0,D,0,0,D,17,6,5,0,12,3,11,12,2,1,0,0
04/10/2025,20:05,Auxerre,Lens,1,2,A,0,1,A,18,7,2,4,2,2,10,21,3,7,0,1
05/10/2025,14:00,Lyon,Toulouse,1,2,A,1,0,H,13,14,3,4,8,5,13,17,1,3,0,0
05/10/2025,16:15,Le Havre,Rennes,2,2,D,1,2,A,10,9,2,3,3,4,13,9,1,2,0,0
05/10/2025,16:15,Monaco,Nice,2,2,D,1,2,A,20,9,6,2,6,7,10,9,1,3,0,1
05/10/2025,16:15,Strasbourg,Angers,5,0,H,1,0,H,18,5,12,1,2,5,12,11,2,2,0,0
05/10/2025,19:45,Lille,Paris SG,1,1,D,0,0,D,9,17,3,5,3,5,11,12,1,1,0,0
17/10/2025,19:45,Paris SG,Strasbourg,3,3,D,1,2,A,21,12,9,7,4,1,12,15,2,1,0,0
18/10/2025,16:00,Nice,Lyon,3,2,H,2,1,H,5,29,4,7,1,16,10,11,1,2,0,0
18/10/2025,18:00,Angers,Monaco,1,1,D,0,0,D,16,11,3,4,10,3,15,14,2,2,0,0
18/10/2025,20:05,Marseille,Le Havre,6,2,H,1,1,D,18,8,11,3,2,1,17,13,2,1,0,1
19/10/2025,14:00,Lens,Paris FC,2,1,H,1,1,D,11,9,3,3,11,3,11,8,2,2,0,0
19/10/2025,16:15,Lorient,Brest,3,3,D,1,2,A,12,8,7,4,5,2,13,16,3,2,0,0
19/10/2025,16:15,Rennes,Auxerre,2,2,D,1,1,D,19,7,7,4,6,2,11,15,1,3,0,0
19/10/2025,16:15,Toulouse,Metz,4,0,H,2,0,H,16,2,7,2,5,1,14,11,2,1,0,1
19/10/2025,19:45,Nantes,Lille,0,2,A,0,1,A,8,23,3,5,5,9,12,15,1,4,0,0
24/10/2025,19:45,Paris FC,Nantes,1,2,A,1,2,A,14,11,3,3,8,2,10,13,3,2,0,0
25/10/2025,16:00,Brest,Paris SG,0,3,A,0,2,A,8,18,2,8,2,7,10,10,1,1,0,0
25/10/2025,18:00,Monaco,Toulouse,1,0,H,1,0,H,14,10,5,2,2,5,15,18,3,4,0,0
25/10/2025,20:05,Lens,Marseille,2,1,H,1,1,D,8,17,5,3,4,8,12,9,3,2,0,0
26/10/2025,14:00,Lille,Metz,6,1,H,2,0,H,23,10,12,4,7,8,18,12,3,2,0,0
26/10/2025,16:15,Angers,Lorient,2,0,H,1,0,H,7,23,4,4,1,6,14,6,1,0,0,0
26/10/2025,16:15,Auxerre,Le Havre,0,1,A,0,0,D,14,9,3,4,13,5,21,12,2,2,0,0
26/10/2025,16:15,Rennes,Nice,1,2,A,0,2,A,19,8,7,3,7,3,13,22,5,2,0,0
26/10/2025,19:45,Lyon,Strasbourg,2,1,H,1,1,D,8,7,3,2,4,2,15,19,0,4,0,1
29/10/2025,18:00,Le Havre,Brest,1,0,H,0,0,D,13,8,3,2,5,1,12,11,1,3,0,0
29/10/2025,18:00,Lorient,Paris SG,1,1,D,0,0,D,5,15,2,8,0,8,5,13,0,2,0,0
29/10/2025,18:00,Metz,Lens,2,0,H,0,0,D,16,10,7,2,2,5,15,15,3,2,1,0
29/10/2025,18:00,Nice,Lille,2,0,H,1,0,H,8,21,4,4,2,13,11,10,3,3,0,0
29/10/2025,20:05,Marseille,Angers,2,2,D,0,1,A,11,12,6,6,1,5,11,7,2,1,0,0
29/10/2025,20:05,Nantes,Monaco,3,5,A,2,2,D,18,19,5,9,1,3,13,17,3,5,0,0
29/10/2025,20:05,Paris FC,Lyon,3,3,D,0,1,A,11,7,3,4,4,2,18,16,6,2,1,1
29/10/2025,20:05,Strasbourg,Auxerre,3,0,H,0,0,D,18,6,9,1,4,3,11,16,1,1,0,0
29/10/2025,20:05,Toulouse,Rennes,2,2,D,0,0,D,15,11,4,5,5,8,9,12,2,3,0,0
01/11/2025,16:00,Paris SG,Nice,1,0,H,0,0,D,28,5,8,2,11,1,12,5,3,1,0,0
01/11/2025,18:00,Monaco,Paris FC,0,1,A,0,0,D,10,9,1,1,3,2,10,12,3,2,0,0
01/11/2025,20:05,Auxerre,Marseille,0,1,A,0,1,A,9,6,4,2,3,3,12,14,3,4,1,1
02/11/2025,14:00,Rennes,Strasbourg,4,1,H,2,0,H,13,20,6,2,6,5,15,9,1,1,0,0
02/11/2025,16:15,Lens,Lorient,3,0,H,1,0,H,9,12,6,3,7,6,8,10,2,2,0,0
02/11/2025,16:15,Lille,Angers,1,0,H,1,0,H,15,6,4,1,9,2,10,10,1,0,0,0
02/11/2025,16:15,Nantes,Metz,0,2,A,0,0,D,16,14,4,7,8,5,8,8,1,3,0,0
02/11/2025,16:15,Toulouse,Le Havre,0,0,D,0,0,D,18,9,2,3,10,2,12,14,1,2,0,0
02/11/2025,19:45,Brest,Lyon,0,0,D,0,0,D,13,4,3,2,12,2,19,6,1,0,0,1
07/11/2025,19:45,Paris FC,Rennes,0,1,A,0,0,D,19,10,4,3,8,9,9,13,4,2,0,0
08/11/2025,16:00,Marseille,Brest,3,0,H,2,0,H,19,4,7,2,6,2,12,10,0,1,0,0
08/11/2025,18:00,Le Havre,Nantes,1,1,D,0,1,A,17,5,4,2,8,3,15,13,3,3,0,0
08/11/2025,20:05,Monaco,Lens,1,4,A,1,3,A,16,20,6,12,5,4,15,19,1,2,1,0
09/11/2025,14:00,Lorient,Toulouse,1,1,D,1,0,H,10,6,2,2,6,4,6,18,0,4,0,0
09/11/2025,16:15,Angers,Auxerre,2,0,H,0,0,D,9,12,5,5,3,3,19,14,2,2,0,0
09/11/2025,16:15,Metz,Nice,2,1,H,0,1,A,9,11,2,4,6,3,12,19,2,4,0,0
09/11/2025,16:15,Strasbourg,Lille,2,0,H,1,0,H,5,7,2,4,1,4,9,20,4,3,0,1
09/11/2025,19:45,Lyon,Paris SG,2,3,A,1,2,A,9,9,2,4,5,5,10,8,5,2,1,0
21/11/2025,19:45,Nice,Marseille,1,5,A,0,2,A,15,13,7,11,8,6,9,10,2,2,0,0
22/11/2025,16:00,Lens,Strasbourg,1,0,H,0,0,D,13,7,5,1,3,1,13,13,2,3,1,1
22/11/2025,18:00,Rennes,Monaco,4,1,H,1,0,H,17,13,9,3,4,6,3,13,0,1,0,1
22/11/2025,20:05,Paris SG,Le Havre,3,0,H,1,0,H,31,12,11,4,6,4,10,8,2,1,0,0
23/11/2025,14:00,Auxerre,Lyon,0,0,D,0,0,D,12,16,5,7,7,11,10,11,1,3,0,0
23/11/2025,16:15,Brest,Metz,3,2,H,1,1,D,20,7,7,3,6,2,11,8,2,3,0,0
23/11/2025,16:15,Nantes,Lorient,1,1,D,0,1,A,9,7,1,1,1,1,17,17,1,1,0,0
23/11/2025,16:15,Toulouse,Angers,0,1,A,0,1,A,25,6,6,2,11,1,15,15,1,3,0,0
23/11/2025,19:45,Lille,Paris FC,4,2,H,1,1,D,17,6,10,3,9,4,9,12,1,2,0,0
28/11/2025,19:45,Metz,Rennes,0,1,A,0,1,A,16,9,5,2,6,3,9,8,0,0,0,0
29/11/2025,16:00,Monaco,Paris SG,1,0,H,0,0,D,10,17,5,4,4,4,10,13,3,1,1,0
29/11/2025,18:00,Paris FC,Auxerre,1,1,D,1,1,D,11,11,2,3,4,3,11,17,2,1,0,0
29/11/2025,20:05,Marseille,Toulouse,2,2,D,0,1,A,20,6,5,4,9,1,7,10,2,1,0,0
30/11/2025,14:00,Strasbourg,Brest,1,2,A,1,0,H,14,7,6,4,5,0,12,14,0,3,0,0
30/11/2025,16:15,Angers,Lens,1,2,A,0,1,A,7,17,5,6,2,8,7,11,1,1,0,0
30/11/2025,16:15,Le Havre,Lille,0,1,A,0,0,D,14,8,7,2,6,2,15,13,1,3,0,1
30/11/2025,16:15,Lorient,Nice,3,1,H,2,1,H,18,9,7,2,3,7,7,11,1,2,0,0
30/11/2025,19:45,Lyon,Nantes,3,0,H,0,0,D,20,6,8,2,7,0,14,9,1,2,0,1
05/12/2025,18:00,Brest,Monaco,1,0,H,1,0,H,12,10,4,2,2,3,17,15,2,4,1,0
05/12/2025,20:00,Lille,Marseille,1,0,H,1,0,H,5,6,2,2,2,5,9,11,1,1,0,0
06/12/2025,16:00,Nantes,Lens,1,2,A,1,1,D,10,20,4,6,1,12,8,13,2,0,0,0
06/12/2025,18:00,Toulouse,Strasbourg,1,0,H,1,0,H,6,3,3,0,1,2,21,13,3,3,0,0
06/12/2025,20:05,Paris SG,Rennes,5,0,H,2,0,H,20,6,9,2,8,6,9,5,0,3,0,1
07/12/2025,14:00,Nice,Angers,0,1,A,0,1,A,13,8,3,4,4,1,11,9,1,1,1,0
07/12/2025,16:15,Auxerre,Metz,3,1,H,2,1,H,14,5,7,3,5,3,10,12,2,1,0,0
07/12/2025,16:15,Le Havre,Paris FC,0,0,D,0,0,D,13,13,2,2,7,2,10,13,0,2,0,0
07/12/2025,19:45,Lorient,Lyon,1,0,H,1,0,H,14,7,6,4,1,7,12,21,2,2,0,1
12/12/2025,19:45,Angers,Nantes,4,1,H,1,0,H,20,7,9,4,6,3,17,13,1,2,0,0
13/12/2025,16:00,Rennes,Brest,3,1,H,2,1,H,9,14,5,7,5,7,16,22,2,3,0,0
13/12/2025,18:00,Metz,Paris SG,2,3,A,1,2,A,9,14,5,9,4,4,10,10,2,1,0,0
13/12/2025,20:05,Paris FC,Toulouse,0,3,A,0,2,A,9,7,2,4,7,4,12,14,3,1,0,0
14/12/2025,14:00,Lyon,Le Havre,1,0,H,0,0,D,18,10,4,4,5,4,14,18,2,4,0,0
14/12/2025,16:15,Auxerre,Lille,3,4,A,0,1,A,18,8,8,5,10,3,21,10,5,2,2,2
14/12/2025,16:15,Lens,Nice,2,0,H,1,0,H,15,8,5,4,2,5,17,13,0,2,0,0
14/12/2025,16:15,Strasbourg,Lorient,0,0,D,0,0,D,12,10,2,2,11,3,6,3,1,0,0,0
14/12/2025,19:45,Marseille,Monaco,1,0,H,0,0,D,18,18,8,7,3,7,11,11,2,1,0,0
02/01/2026,19:45,Toulouse,Lens,0,3,A,0,0,D,8,16,2,7,2,8,16,16,2,3,1,0
03/01/2026,16:00,Monaco,Lyon,1,3,A,1,1,D,6,13,2,9,7,2,14,12,2,3,1,0
03/01/2026,18:00,Nice,Strasbourg,1,1,D,0,1,A,19,8,6,5,5,7,12,12,1,2,0,0
03/01/2026,20:05,Lille,Rennes,0,2,A,0,0,D,13,18,3,4,4,7,4,14,1,1,1,0
04/01/2026,14:00,Marseille,Nantes,0,2,A,0,1,A,11,15,4,9,6,3,17,20,2,3,2,0
04/01/2026,16:15,Brest,Auxerre,2,0,H,1,0,H,11,10,4,1,7,6,16,9,3,2,0,0
04/01/2026,16:15,Le Havre,Angers,2,1,H,1,0,H,11,9,6,3,6,6,15,8,1,1,0,0
04/01/2026,16:15,Lorient,Metz,1,1,D,0,1,A,16,8,5,2,4,4,9,8,1,2,0,0
04/01/2026,19:45,Paris SG,Paris FC,2,1,H,1,0,H,20,6,6,3,7,1,7,4,1,0,0,0
16/01/2026,18:00,Monaco,Lorient,1,3,A,0,0,D,14,14,7,4,4,3,16,9,1,0,0,0
16/01/2026,20:00,Paris SG,Lille,3,0,H,1,0,H,13,7,7,4,4,2,14,6,0,1,0,0
17/01/2026,16:00,Lens,Auxerre,1,0,H,0,0,D,19,5,7,0,1,5,19,20,2,5,0,0
17/01/2026,18:00,Toulouse,Nice,5,1,H,2,0,H,22,15,10,6,6,7,12,17,1,2,0,0
17/01/2026,20:05,Angers,Marseille,2,5,A,1,4,A,7,23,3,11,6,2,9,8,1,1,0,0
18/01/2026,14:00,Strasbourg,Metz,2,1,H,2,1,H,14,9,6,2,4,1,12,12,2,3,0,0
18/01/2026,16:15,Nantes,Paris FC,1,2,A,0,1,A,5,10,1,3,1,2,16,14,1,3,0,0
18/01/2026,16:15,Rennes,Le Havre,1,1,D,0,0,D,19,7,7,4,10,6,18,14,1,4,0,0
18/01/2026,19:45,Lyon,Brest,2,1,H,2,0,H,19,5,6,2,5,0,18,9,2,0,0,1
23/01/2026,19:00,Auxerre,Paris SG,0,1,A,0,0,D,8,16,0,8,2,7,10,12,0,1,0,0
24/01/2026,16:00,Rennes,Lorient,0,2,A,0,1,A,22,6,5,4,9,3,18,7,2,0,0,0
24/01/2026,18:00,Le Havre,Monaco,0,0,D,0,0,D,7,10,1,2,5,6,9,20,0,3,0,0
24/01/2026,20:05,Marseille,Lens,3,1,H,2,0,H,10,7,5,2,2,2,18,16,0,3,0,0
25/01/2026,14:00,Nantes,Nice,1,4,A,1,3,A,20,7,5,4,4,2,11,15,2,3,0,0
25/01/2026,16:15,Brest,Toulouse,0,2,A,0,2,A,13,8,5,5,3,2,16,16,2,3,0,0
25/01/2026,16:15,Metz,Lyon,2,5,A,1,4,A,15,13,6,10,6,4,10,5,1,0,0,0
25/01/2026,16:15,Paris FC,Angers,0,0,D,0,0,D,8,7,1,1,2,1,14,7,1,1,0,0
25/01/2026,19:45,Lille,Strasbourg,1,4,A,0,2,A,20,15,6,6,8,1,11,13,2,2,0,0
30/01/2026,19:45,Lens,Le Havre,1,0,H,1,0,H,15,8,3,2,4,3,20,10,1,2,0,0
31/01/2026,16:00,Paris FC,Marseille,2,2,D,0,1,A,9,18,4,4,4,4,12,15,1,4,0,0
31/01/2026,18:00,Lorient,Nantes,2,1,H,1,0,H,5,10,4,2,1,4,12,18,4,5,0,0
31/01/2026,20:05,Monaco,Rennes,4,0,H,1,0,H,14,8,6,4,5,2,15,9,1,2,0,0
01/02/2026,14:00,Lyon,Lille,1,0,H,1,0,H,4,11,2,4,2,7,15,11,1,4,0,0
01/02/2026,16:15,Angers,Metz,1,0,H,1,0,H,17,5,7,0,4,3,11,11,2,2,0,1
01/02/2026,16:15,Nice,Brest,2,2,D,0,2,A,15,12,7,2,6,5,15,21,5,3,0,0
01/02/2026,16:15,Toulouse,Auxerre,0,0,D,0,0,D,12,8,4,2,5,4,12,13,1,2,0,0
01/02/2026,19:45,Strasbourg,Paris SG,1,2,A,1,1,D,9,13,4,4,5,6,8,6,1,0,0,1
06/02/2026,19:45,Metz,Lille,0,0,D,0,0,D,6,16,2,1,1,6,12,9,1,1,0,0
07/02/2026,16:00,Lens,Rennes,3,1,H,1,1,D,10,14,3,1,4,4,13,17,4,2,1,0
07/02/2026,18:00,Brest,Lorient,2,0,H,0,0,D,11,13,5,2,7,7,11,10,2,0,0,0
07/02/2026,20:05,Nantes,Lyon,0,1,A,0,1,A,13,10,2,3,5,4,13,11,4,2,0,1
08/02/2026,14:00,Nice,Monaco,0,0,D,0,0,D,13,10,3,2,8,6,10,11,2,2,0,0
08/02/2026,16:15,Angers,Toulouse,1,0,H,0,0,D,12,12,4,5,3,5,11,16,3,2,0,0
08/02/2026,16:15,Auxerre,Paris FC,0,0,D,0,0,D,12,8,2,4,7,4,8,12,1,4,0,0
08/02/2026,16:15,Le Havre,Strasbourg,2,1,H,1,1,D,15,10,7,3,9,3,15,12,2,1,0,1
08/02/2026,19:45,Paris SG,Marseille,5,0,H,2,0,H,22,9,7,3,5,2,11,18,2,2,0,0
13/02/2026,18:00,Rennes,Paris SG,3,1,H,1,0,H,13,22,4,7,5,8,10,9,0,0,0,0
13/02/2026,20:05,Monaco,Nantes,3,1,H,3,1,H,12,13,6,2,9,3,15,8,5,2,1,0
14/02/2026,16:00,Marseille,Strasbourg,2,2,D,1,0,H,10,12,6,4,5,5,11,10,4,2,0,0
14/02/2026,18:00,Lille,Brest,1,1,D,0,0,D,20,11,5,4,13,1,6,12,0,1,0,0
14/02/2026,20:05,Paris FC,Lens,0,5,A,0,2,A,11,17,6,6,3,5,13,9,2,1,0,0
15/02/2026,14:00,Le Havre,Toulouse,2,1,H,1,1,D,5,25,2,9,1,10,7,16,1,4,1,0
15/02/2026,16:15,Lorient,Angers,2,0,H,1,0,H,8,10,2,3,3,2,7,8,0,0,0,0
15/02/2026,16:15,Metz,Auxerre,1,3,A,0,1,A,13,14,4,3,4,3,13,12,2,3,0,0
15/02/2026,19:45,Lyon,Nice,2,0,H,1,0,H,9,10,2,3,8,5,16,12,3,1,0,0
20/02/2026,19:45,Brest,Marseille,2,0,H,2,0,H,12,17,4,4,3,2,10,17,1,4,0,0
21/02/2026,16:00,Lens,Monaco,2,3,A,1,0,H,18,10,7,5,7,2,13,12,2,1,0,0
21/02/2026,18:00,Toulouse,Paris FC,1,1,D,0,1,A,23,5,10,2,12,3,13,7,1,5,0,0
21/02/2026,20:05,Paris SG,Metz,3,0,H,2,0,H,17,3,7,0,4,1,9,15,0,2,0,0
22/02/2026,14:00,Auxerre,Rennes,0,3,A,0,3,A,11,12,2,7,4,5,17,22,1,4,0,0
22/02/2026,16:15,Angers,Lille,0,1,A,0,1,A,6,14,2,5,1,7,14,11,3,1,0,0
22/02/2026,16:15,Nantes,Le Havre,2,0,H,2,0,H,9,6,2,1,5,6,17,13,4,3,0,0
22/02/2026,16:15,Nice,Lorient,3,3,D,2,1,H,8,17,4,5,3,7,15,4,2,3,0,0
22/02/2026,19:45,Strasbourg,Lyon,3,1,H,1,0,H,13,4,7,2,4,2,11,12,1,2,0,0
27/02/2026,19:45,Strasbourg,Lens,1,1,D,1,0,H,8,25,5,5,2,8,9,8,2,2,0,0
28/02/2026,16:00,Rennes,Toulouse,1,0,H,1,0,H,10,9,2,2,6,1,9,13,1,3,0,0
28/02/2026,18:00,Monaco,Angers,2,0,H,0,0,D,10,6,4,2,5,2,9,10,0,3,0,0
28/02/2026,20:05,Le Havre,Paris SG,0,1,A,0,1,A,10,22,2,9,3,3,12,10,3,0,0,0
01/03/2026,14:00,Paris FC,Nice,1,0,H,1,0,H,16,11,6,3,8,6,7,8,6,3,1,0
01/03/2026,16:15,Lille,Nantes,1,0,H,0,0,D,9,3,3,1,4,1,11,15,3,1,0,0
01/03/2026,16:15,Lorient,Auxerre,2,2,D,2,2,D,15,10,5,3,3,7,11,10,1,3,0,0
01/03/2026,16:15,Metz,Brest,0,1,A,0,0,D,24,6,6,1,12,4,14,11,2,1,0,1
01/03/2026,19:45,Marseille,Lyon,3,2,H,0,1,A,18,12,7,6,8,1,16,8,3,2,0,0
06/03/2026,19:45,Paris SG,Monaco,1,3,A,0,1,A,20,11,6,6,7,3,12,6,1,3,0,0
07/03/2026,16:00,Nantes,Angers,0,1,A,0,0,D,13,11,3,4,3,4,14,19,1,1,0,0
07/03/2026,18:00,Auxerre,Strasbourg,0,0,D,0,0,D,10,13,4,5,5,4,10,11,1,2,0,0
07/03/2026,20:05,Toulouse,Marseille,0,1,A,0,1,A,12,10,2,3,4,2,15,14,2,3,0,0
08/03/2026,14:00,Lens,Metz,3,0,H,1,0,H,24,5,7,0,6,4,12,17,0,3,0,0
08/03/2026,16:15,Brest,Le Havre,2,0,H,1,0,H,11,14,2,0,1,3,15,17,3,1,0,0
08/03/2026,16:15,Lille,Lorient,1,1,D,0,0,D,12,9,2,5,5,1,14,13,4,1,0,0
08/03/2026,16:15,Nice,Rennes,0,4,A,0,2,A,14,12,2,6,7,1,9,8,2,1,0,0
08/03/2026,19:45,Lyon,Paris FC,1,1,D,0,0,D,14,14,4,4,8,2,7,9,2,0,0,0
13/03/2026,19:45,Marseille,Auxerre,1,0,H,0,0,D,16,8,3,3,9,2,12,17,4,2,0,0
14/03/2026,16:00,Lorient,Lens,2,1,H,1,0,H,6,20,3,6,1,10,6,11,2,3,0,0
14/03/2026,18:00,Angers,Nice,0,2,A,0,0,D,11,12,1,8,7,6,10,13,1,3,0,0
14/03/2026,20:05,Monaco,Brest,2,0,H,1,0,H,10,13,4,1,3,8,9,8,2,1,0,0
15/03/2026,14:00,Strasbourg,Paris FC,0,0,D,0,0,D,12,11,3,2,12,4,11,17,1,0,0,0
15/03/2026,16:15,Le Havre,Lyon,0,0,D,0,0,D,12,13,4,4,2,2,7,16,1,3,1,0
15/03/2026,16:15,Metz,Toulouse,3,4,A,2,3,A,17,19,8,6,4,4,10,13,0,3,0,0
15/03/2026,19:45,Rennes,Lille,1,2,A,0,1,A,12,8,4,3,5,2,16,7,2,5,0,0
20/03/2026,19:45,Lens,Angers,5,1,H,3,0,H,26,16,9,5,7,3,7,5,0,0,0,0
21/03/2026,16:00,Toulouse,Lorient,1,0,H,0,0,D,12,7,4,2,1,4,9,10,2,3,0,0
21/03/2026,18:00,Auxerre,Brest,3,0,H,1,0,H,11,9,7,2,6,3,10,14,0,4,1,0
21/03/2026,20:05,Nice,Paris SG,0,4,A,0,1,A,6,17,1,10,2,5,12,5,0,1,1,0
22/03/2026,14:00,Lyon,Monaco,1,2,A,1,0,H,15,21,4,7,2,6,11,19,1,3,1,0
22/03/2026,16:15,Marseille,Lille,1,2,A,1,0,H,14,11,3,4,6,4,8,6,1,3,0,0
22/03/2026,16:15,Paris FC,Le Havre,3,2,H,2,0,H,15,20,4,6,9,5,9,13,0,1,1,0
22/03/2026,16:15,Rennes,Metz,0,0,D,0,0,D,25,7,8,2,8,2,13,13,1,3,0,0
22/03/2026,19:45,Nantes,Strasbourg,2,3,A,1,1,D,14,13,9,9,3,6,15,17,3,3,0,0
