Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
SP1,18/11/16,Betis,Las Palmas,2,0,H,2,0,H,10,9,3,3,4,5,22,10,0,1,0,0
SP1,19/11/16,Ath Madrid,Real Madrid,0,3,A,0,1,A,16,12,5,7,8,6,21,14,4,2,0,0
SP1,19/11/16,Barcelona,Malaga,0,0,D,0,0,D,28,4,8,1,14,1,13,12,0,2,0,2
SP1,19/11/16,Eibar,Celta,1,0,H,1,0,H,12,6,5,2,7,0,11,13,2,5,0,2
SP1,19/11/16,La Coruna,Sevilla,2,3,A,2,1,H,4,20,3,7,3,14,15,12,3,2,0,0
SP1,20/11/16,Alaves,Espanol,0,1,A,0,0,D,10,10,4,3,2,5,20,14,5,2,0,0
SP1,20/11/16,Ath Bilbao,Villarreal,1,0,H,0,0,D,12,6,5,2,6,5,13,17,0,2,0,0
SP1,20/11/16,Sp Gijon,Sociedad,1,3,A,1,1,D,4,20,1,9,3,5,17,9,2,1,0,0
SP1,20/11/16,Valencia,Granada,1,1,D,0,1,A,14,9,7,5,11,2,7,18,1,5,0,0
SP1,21/11/16,Leganes,Osasuna,2,0,H,1,0,H,15,5,5,2,3,2,13,17,2,3,0,0
SP1,25/11/16,Eibar,Betis,3,1,H,2,0,H,16,7,9,2,5,1,11,7,0,1,0,1
SP1,26/11/16,Espanol,Leganes,3,0,H,0,0,D,8,8,4,3,3,4,19,16,1,2,0,0
SP1,26/11/16,Malaga,La Coruna,4,3,H,2,1,H,10,24,4,8,2,5,15,13,3,1,0,0
SP1,26/11/16,Real Madrid,Sp Gijon,2,1,H,2,1,H,19,9,7,3,5,6,19,18,1,3,0,0
SP1,26/11/16,Sevilla,Valencia,2,1,H,0,0,D,6,10,1,4,3,6,19,14,0,1,0,0
SP1,27/11/16,Celta,Granada,3,1,H,2,0,H,16,7,6,1,5,0,4,15,0,3,0,0
SP1,27/11/16,Osasuna,Ath Madrid,0,3,A,0,2,A,11,7,1,5,7,4,9,6,2,2,0,0
SP1,27/11/16,Sociedad,Barcelona,1,1,D,0,0,D,17,10,6,2,8,6,16,11,2,4,0,0
SP1,27/11/16,Villarreal,Alaves,0,2,A,0,2,A,23,10,10,7,12,1,11,19,2,3,0,0
SP1,28/11/16,Las Palmas,Ath Bilbao,3,1,H,1,0,H,10,10,4,3,5,3,19,21,3,4,0,1
SP1,03/12/16,Ath Madrid,Espanol,0,0,D,0,0,D,11,5,3,3,9,2,10,19,2,2,0,0
SP1,03/12/16,Barcelona,Real Madrid,1,1,D,0,0,D,11,14,2,5,5,7,19,16,4,2,0,0
SP1,03/12/16,Granada,Sevilla,2,1,H,1,0,H,11,17,6,6,4,8,18,16,5,2,0,0
SP1,03/12/16,Leganes,Villarreal,0,0,D,0,0,D,11,9,4,3,2,4,21,16,6,3,0,0
SP1,04/12/16,Alaves,Las Palmas,1,1,D,1,0,H,9,10,2,3,3,5,15,11,3,3,0,0
SP1,04/12/16,Ath Bilbao,Eibar,3,1,H,1,0,H,12,10,5,4,2,2,9,16,1,4,0,0
SP1,04/12/16,Betis,Celta,3,3,D,1,1,D,16,13,5,6,4,3,22,14,4,1,1,0
SP1,04/12/16,Sp Gijon,Osasuna,3,1,H,1,0,H,9,15,5,2,2,5,17,13,3,1,0,0
SP1,04/12/16,Valencia,Malaga,2,2,D,2,1,H,8,19,3,6,2,13,16,7,5,1,0,0
SP1,05/12/16,La Coruna,Sociedad,5,1,H,3,0,H,15,14,10,3,8,6,15,10,1,4,0,0
SP1,09/12/16,Malaga,Granada,1,1,D,1,0,H,16,8,7,2,6,2,16,14,3,5,0,0
SP1,10/12/16,Las Palmas,Leganes,1,1,D,1,0,H,5,11,1,6,6,4,17,18,3,3,0,0
SP1,10/12/16,Osasuna,Barcelona,0,3,A,0,0,D,4,17,1,6,2,5,18,6,3,0,0,0
SP1,10/12/16,Real Madrid,La Coruna,3,2,H,0,0,D,17,4,5,2,10,3,16,17,3,4,0,0
SP1,10/12/16,Sociedad,Valencia,3,2,H,2,1,H,14,9,6,3,8,4,17,20,4,4,0,1
SP1,11/12/16,Betis,Ath Bilbao,1,0,H,1,0,H,6,14,1,4,3,7,14,12,3,2,0,0
SP1,11/12/16,Celta,Sevilla,0,3,A,0,0,D,14,14,6,5,4,6,13,13,3,3,0,0
SP1,11/12/16,Eibar,Alaves,0,0,D,0,0,D,8,3,1,3,7,2,14,7,1,1,0,0
SP1,11/12/16,Espanol,Sp Gijon,2,1,H,0,0,D,12,13,6,5,4,3,13,10,1,2,0,0
SP1,12/12/16,Villarreal,Ath Madrid,3,0,H,2,0,H,9,13,5,3,2,7,13,13,3,3,0,0
SP1,16/12/16,Alaves,Betis,1,0,H,0,0,D,10,6,2,3,6,4,20,6,6,1,0,0
SP1,17/12/16,Ath Madrid,Las Palmas,1,0,H,0,0,D,16,11,3,3,8,5,15,11,2,1,0,0
SP1,17/12/16,Granada,Sociedad,0,2,A,0,0,D,10,18,4,6,5,9,9,11,0,1,0,0
SP1,17/12/16,Sevilla,Malaga,4,1,H,4,0,H,9,16,5,3,3,6,17,12,2,3,1,0
SP1,17/12/16,Sp Gijon,Villarreal,1,3,A,0,2,A,16,14,7,9,12,2,16,14,2,1,0,0
SP1,18/12/16,Barcelona,Espanol,4,1,H,1,0,H,14,4,7,1,5,2,11,16,0,3,0,0
SP1,18/12/16,La Coruna,Osasuna,2,0,H,2,0,H,8,13,4,3,5,1,8,16,1,3,0,0
SP1,18/12/16,Leganes,Eibar,1,1,D,1,0,H,8,15,2,4,3,6,10,10,2,2,1,0
SP1,19/12/16,Ath Bilbao,Celta,2,1,H,0,0,D,10,10,7,4,9,7,16,13,4,2,0,1
SP1,06/01/17,Espanol,La Coruna,1,1,D,0,0,D,14,13,4,3,2,8,13,14,1,1,0,1
SP1,07/01/17,Eibar,Ath Madrid,0,2,A,0,0,D,15,8,2,4,5,3,11,10,2,2,0,0
SP1,07/01/17,Las Palmas,Sp Gijon,1,0,H,0,0,D,16,10,10,2,8,3,8,18,2,3,0,0
SP1,07/01/17,Real Madrid,Granada,5,0,H,4,0,H,23,3,13,1,9,1,11,12,1,4,0,0
SP1,07/01/17,Sociedad,Sevilla,0,4,A,0,2,A,11,11,5,10,7,4,15,18,2,3,0,0
SP1,08/01/17,Ath Bilbao,Alaves,0,0,D,0,0,D,15,10,4,4,13,4,10,13,2,4,0,0
SP1,08/01/17,Betis,Leganes,2,0,H,0,0,D,16,9,3,3,4,2,10,20,2,6,0,0
SP1,08/01/17,Celta,Malaga,3,1,H,1,0,H,6,13,3,4,2,7,17,15,1,4,0,0
SP1,08/01/17,Villarreal,Barcelona,1,1,D,0,0,D,6,20,3,7,2,4,16,13,1,2,1,0
SP1,09/01/17,Osasuna,Valencia,3,3,D,1,2,A,22,7,4,3,7,3,19,13,2,5,0,0
SP1,14/01/17,Ath Madrid,Betis,1,0,H,1,0,H,6,10,3,6,9,2,15,17,1,3,0,0
SP1,14/01/17,Barcelona,Las Palmas,5,0,H,1,0,H,22,7,10,1,5,1,15,11,3,4,0,0
SP1,14/01/17,La Coruna,Villarreal,0,0,D,0,0,D,13,4,3,1,10,0,14,8,0,1,0,0
SP1,14/01/17,Leganes,Ath Bilbao,0,0,D,0,0,D,15,10,5,2,4,8,20,11,3,3,0,0
SP1,15/01/17,Celta,Alaves,1,0,H,0,0,D,13,9,4,1,7,4,19,10,4,3,0,1
SP1,15/01/17,Granada,Osasuna,1,1,D,0,1,A,8,13,4,3,3,5,13,23,2,4,2,0
SP1,15/01/17,Sevilla,Real Madrid,2,1,H,0,0,D,9,10,4,3,6,1,13,10,3,1,0,0
SP1,15/01/17,Sp Gijon,Eibar,2,3,A,1,3,A,10,18,4,7,2,4,13,16,4,0,0,0
SP1,15/01/17,Valencia,Espanol,2,1,H,1,0,H,10,6,5,3,6,3,17,13,5,0,0,0
SP1,16/01/17,Malaga,Sociedad,0,2,A,0,0,D,5,11,1,5,8,8,22,12,0,2,0,0
SP1,20/01/17,Las Palmas,La Coruna,1,1,D,1,0,H,9,7,3,1,4,5,13,8,0,1,1,0
SP1,21/01/17,Alaves,Leganes,2,2,D,1,1,D,8,13,3,4,4,3,9,20,3,2,0,0
SP1,21/01/17,Espanol,Granada,3,1,H,2,1,H,17,7,8,4,10,5,19,17,0,3,0,0
SP1,21/01/17,Real Madrid,Malaga,2,1,H,2,0,H,14,10,7,6,5,4,7,20,2,3,0,0
SP1,21/01/17,Villarreal,Valencia,0,2,A,0,2,A,20,13,5,5,7,2,14,17,2,2,0,0
SP1,22/01/17,Ath Bilbao,Ath Madrid,2,2,D,1,1,D,8,11,5,5,2,6,12,9,2,3,0,0
SP1,22/01/17,Betis,Sp Gijon,0,0,D,0,0,D,16,7,4,1,9,5,14,20,2,2,0,0
SP1,22/01/17,Eibar,Barcelona,0,4,A,0,1,A,14,14,6,7,8,5,12,4,3,1,0,0
SP1,22/01/17,Osasuna,Sevilla,3,4,A,1,1,D,14,13,7,9,3,6,14,8,5,3,0,0
SP1,22/01/17,Sociedad,Celta,1,0,H,0,0,D,17,11,6,5,4,3,13,12,2,2,0,0
SP1,27/01/17,Osasuna,Malaga,1,1,D,0,0,D,14,14,2,5,4,6,9,16,1,0,0,0
SP1,28/01/17,Alaves,Ath Madrid,0,0,D,0,0,D,19,8,4,2,7,2,19,18,3,2,0,0
SP1,28/01/17,Eibar,La Coruna,3,1,H,2,1,H,12,20,6,7,9,10,14,7,0,2,0,0
SP1,28/01/17,Leganes,Celta,0,2,A,0,1,A,6,3,0,3,8,0,20,14,1,1,0,0
SP1,28/01/17,Villarreal,Granada,2,0,H,1,0,H,18,7,6,0,7,4,11,18,3,2,0,0
SP1,29/01/17,Ath Bilbao,Sp Gijon,2,1,H,0,1,A,11,5,6,3,5,0,11,22,4,3,0,0
SP1,29/01/17,Betis,Barcelona,1,1,D,0,0,D,17,10,7,4,8,2,17,12,2,3,0,0
SP1,29/01/17,Espanol,Sevilla,3,1,H,2,1,H,16,12,8,5,7,4,18,14,2,2,0,1
SP1,29/01/17,Real Madrid,Sociedad,3,0,H,1,0,H,7,9,4,3,0,3,16,11,2,1,0,1
SP1,30/01/17,Las Palmas,Valencia,3,1,H,1,1,D,9,8,4,3,6,3,17,13,1,3,0,1
SP1,04/02/17,Ath Madrid,Leganes,2,0,H,1,0,H,12,15,4,2,3,6,10,15,1,1,0,0
SP1,04/02/17,Barcelona,Ath Bilbao,3,0,H,2,0,H,16,10,6,5,7,3,11,18,1,3,0,0
SP1,04/02/17,Malaga,Espanol,0,1,A,0,1,A,19,4,5,3,17,2,9,18,1,4,0,0
SP1,04/02/17,Valencia,Eibar,0,4,A,0,2,A,8,11,1,7,2,6,12,10,2,1,1,0
SP1,05/02/17,Sevilla,Villarreal,0,0,D,0,0,D,14,11,4,4,9,0,14,16,2,2,0,0
SP1,05/02/17,Sociedad,Osasuna,3,2,H,0,1,A,13,11,6,5,3,2,6,22,2,2,0,0
SP1,05/02/17,Sp Gijon,Alaves,2,4,A,0,1,A,12,14,4,7,8,4,20,20,7,3,0,0
SP1,06/02/17,Granada,Las Palmas,1,0,H,1,0,H,12,15,4,5,6,5,27,9,5,3,0,0
SP1,10/02/17,Espanol,Sociedad,1,2,A,1,1,D,7,15,2,5,5,6,15,14,3,2,0,0
SP1,11/02/17,Alaves,Barcelona,0,6,A,0,2,A,9,21,4,9,3,9,16,9,1,3,0,0
SP1,11/02/17,Ath Bilbao,La Coruna,2,1,H,0,1,A,13,8,5,3,3,2,12,11,1,2,0,0
SP1,11/02/17,Betis,Valencia,0,0,D,0,0,D,16,8,2,4,4,6,15,17,4,3,0,0
SP1,11/02/17,Osasuna,Real Madrid,1,3,A,1,1,D,11,12,8,6,3,2,10,8,3,2,0,0
SP1,12/02/17,Ath Madrid,Celta,3,2,H,1,1,D,16,14,5,6,3,3,11,13,1,2,0,0
SP1,12/02/17,Las Palmas,Sevilla,0,1,A,0,0,D,15,12,7,3,1,4,15,16,2,4,0,0
SP1,12/02/17,Leganes,Sp Gijon,0,2,A,0,0,D,9,4,3,2,4,3,16,16,3,6,0,1
SP1,12/02/17,Villarreal,Malaga,1,1,D,0,1,A,12,11,5,5,9,9,14,12,0,5,1,0
SP1,13/02/17,Eibar,Granada,4,0,H,2,0,H,25,13,9,3,7,8,11,14,2,2,0,0
SP1,17/02/17,Granada,Betis,4,1,H,3,0,H,10,6,8,2,4,7,18,9,4,1,1,1
SP1,18/02/17,La Coruna,Alaves,0,1,A,0,0,D,16,6,4,4,10,6,13,13,5,3,0,0
SP1,18/02/17,Real Madrid,Espanol,2,0,H,1,0,H,12,3,3,1,13,2,12,13,3,4,0,0
SP1,18/02/17,Sevilla,Eibar,2,0,H,1,0,H,11,11,5,3,5,2,13,11,2,3,0,0
SP1,18/02/17,Sp Gijon,Ath Madrid,1,4,A,0,0,D,15,11,2,6,12,3,12,10,1,1,0,0
SP1,19/02/17,Barcelona,Leganes,2,1,H,1,0,H,13,11,6,6,4,4,8,18,1,3,0,0
SP1,19/02/17,Celta,Osasuna,3,0,H,1,0,H,11,8,4,3,3,5,14,18,1,0,0,0
SP1,19/02/17,Sociedad,Villarreal,0,1,A,0,0,D,16,7,0,3,7,4,8,19,2,4,0,0
SP1,19/02/17,Valencia,Ath Bilbao,2,0,H,2,0,H,15,15,5,5,3,1,17,11,0,1,0,0
SP1,20/02/17,Malaga,Las Palmas,2,1,H,2,1,H,13,13,6,4,2,6,23,14,3,3,1,0
SP1,22/02/17,Valencia,Real Madrid,2,1,H,2,1,H,8,22,5,5,3,11,12,18,5,2,0,0
SP1,24/02/17,Las Palmas,Sociedad,0,1,A,0,0,D,18,9,7,2,6,1,14,19,2,2,0,0
SP1,25/02/17,Alaves,Valencia,2,1,H,0,0,D,13,5,5,2,2,1,13,16,4,2,0,1
SP1,25/02/17,Betis,Sevilla,1,2,A,1,0,H,15,13,4,4,4,4,19,17,3,3,0,0
SP1,25/02/17,Eibar,Malaga,3,0,H,1,0,H,8,4,4,2,2,2,11,18,2,4,0,1
SP1,25/02/17,Leganes,La Coruna,4,0,H,2,0,H,7,11,5,3,2,7,18,13,2,5,0,1
SP1,26/02/17,Ath Bilbao,Granada,3,1,H,2,1,H,14,7,7,2,0,3,14,16,1,5,0,0
SP1,26/02/17,Ath Madrid,Barcelona,1,2,A,0,0,D,12,15,4,6,6,5,28,14,4,2,0,0
SP1,26/02/17,Espanol,Osasuna,3,0,H,1,0,H,18,4,6,1,10,2,11,10,1,4,0,1
SP1,26/02/17,Sp Gijon,Celta,1,1,D,0,0,D,20,16,6,5,7,5,9,17,2,4,1,0
SP1,26/02/17,Villarreal,Real Madrid,2,3,A,0,0,D,11,25,4,6,5,5,15,6,4,1,0,0
SP1,28/02/17,Malaga,Betis,1,2,A,1,0,H,15,11,4,5,7,5,8,16,3,5,0,0
