date,home_team,away_team,home_goals,away_goals,result,xg_home,xg_away,league,season_code
2019-08-09 20:00:00,Liverpool,Norwich,4,1,H,2.23456,0.842407,EPL,1920
2019-08-10 12:30:00,West Ham,Manchester City,0,5,A,1.2003,3.18377,EPL,1920
2019-08-10 15:00:00,Bournemouth,Sheffield United,1,1,D,1.34099,1.59864,EPL,1920
2019-08-10 15:00:00,Burnley,Southampton,3,0,H,0.909241,1.08752,EPL,1920
2019-08-10 15:00:00,Crystal Palace,Everton,0,0,D,0.87159,1.2246,EPL,1920
2019-08-10 15:00:00,Watford,Brighton,0,3,A,0.670022,0.855516,EPL,1920
2019-08-10 17:30:00,Tottenham,Aston Villa,3,1,H,2.57262,0.639599,EPL,1920
2019-08-11 14:00:00,Newcastle United,Arsenal,0,1,A,0.380551,1.13309,EPL,1920
2019-08-11 14:00:00,Leicester,Wolverhampton Wanderers,0,0,D,0.543759,0.812949,EPL,1920
2019-08-11 16:30:00,Manchester United,Chelsea,4,0,H,2.37442,1.09534,EPL,1920
2019-08-17 12:30:00,Arsenal,Burnley,2,1,H,1.1644,1.39172,EPL,1920
2019-08-17 15:00:00,Aston Villa,Bournemouth,1,2,A,1.65069,1.62777,EPL,1920
2019-08-17 15:00:00,Brighton,West Ham,1,1,D,2.40461,1.00856,EPL,1920
2019-08-17 15:00:00,Everton,Watford,1,0,H,0.832913,1.17279,EPL,1920
2019-08-17 15:00:00,Norwich,Newcastle United,3,1,H,2.09572,0.920429,EPL,1920
2019-08-17 15:00:00,Southampton,Liverpool,1,2,A,2.14047,1.52022,EPL,1920
2019-08-17 17:30:00,Manchester City,Tottenham,2,2,D,3.20076,0.074542,EPL,1920
2019-08-18 14:00:00,Sheffield United,Crystal Palace,1,0,H,1.84778,0.241912,EPL,1920
2019-08-18 16:30:00,Chelsea,Leicester,1,1,D,1.22629,0.947941,EPL,1920
2019-08-19 20:00:00,Wolverhampton Wanderers,Manchester United,1,1,D,0.307356,1.14332,EPL,1920
2019-08-23 20:00:00,Aston Villa,Everton,2,0,H,0.855926,1.25668,EPL,1920
2019-08-24 12:30:00,Norwich,Chelsea,2,3,A,1.07904,1.89428,EPL,1920
2019-08-24 15:00:00,Sheffield United,Leicester,1,2,A,0.654318,0.704879,EPL,1920
2019-08-24 15:00:00,Brighton,Southampton,0,2,A,0.997711,2.07795,EPL,1920
2019-08-24 15:00:00,Watford,West Ham,1,3,A,2.29348,3.45768,EPL,1920
2019-08-24 15:00:00,Manchester United,Crystal Palace,1,2,A,2.23561,0.676993,EPL,1920
2019-08-24 17:30:00,Liverpool,Arsenal,3,1,H,2.78821,0.985542,EPL,1920
2019-08-25 14:00:00,Bournemouth,Manchester City,1,3,A,1.89345,3.12856,EPL,1920
2019-08-25 16:30:00,Wolverhampton Wanderers,Burnley,1,1,D,1.32793,1.22762,EPL,1920
2019-08-25 16:30:00,Tottenham,Newcastle United,0,1,A,1.25927,0.51428,EPL,1920
2019-08-31 12:30:00,Southampton,Manchester United,1,1,D,0.769616,1.90356,EPL,1920
2019-08-31 15:00:00,West Ham,Norwich,2,0,H,2.20657,1.1674,EPL,1920
2019-08-31 15:00:00,Chelsea,Sheffield United,2,2,D,2.30579,1.04649,EPL,1920
2019-08-31 15:00:00,Crystal Palace,Aston Villa,1,0,H,1.41394,0.30354,EPL,1920
2019-08-31 15:00:00,Leicester,Bournemouth,3,1,H,2.23766,0.554726,EPL,1920
2019-08-31 15:00:00,Manchester City,Brighton,4,0,H,2.30818,0.861035,EPL,1920
2019-08-31 15:00:00,Newcastle United,Watford,1,1,D,1.04131,1.1068,EPL,1920
2019-08-31 17:30:00,Burnley,Liverpool,0,3,A,0.61739,1.20057,EPL,1920
2019-09-01 14:00:00,Everton,Wolverhampton Wanderers,3,2,H,1.48842,2.00172,EPL,1920
2019-09-01 16:30:00,Arsenal,Tottenham,2,2,D,1.92509,1.95514,EPL,1920
2019-09-14 11:30:00,Liverpool,Newcastle United,3,1,H,2.93281,0.291073,EPL,1920
2019-09-14 14:00:00,Manchester United,Leicester,1,0,H,1.10019,0.459141,EPL,1920
2019-09-14 14:00:00,Brighton,Burnley,1,1,D,1.68545,0.341654,EPL,1920
2019-09-14 14:00:00,Sheffield United,Southampton,0,1,A,1.88034,1.57659,EPL,1920
2019-09-14 14:00:00,Tottenham,Crystal Palace,4,0,H,1.04944,0.577323,EPL,1920
2019-09-14 14:00:00,Wolverhampton Wanderers,Chelsea,2,5,A,1.49359,3.06799,EPL,1920
2019-09-14 16:30:00,Norwich,Manchester City,3,2,H,1.7413,2.34436,EPL,1920
2019-09-15 13:00:00,Bournemouth,Everton,3,1,H,1.41542,1.50641,EPL,1920
2019-09-15 15:30:00,Watford,Arsenal,2,2,D,2.83209,1.00616,EPL,1920
2019-09-16 19:00:00,Aston Villa,West Ham,0,0,D,1.40502,0.535279,EPL,1920
2019-09-20 19:00:00,Southampton,Bournemouth,1,3,A,2.18021,1.29773,EPL,1920
2019-09-21 11:30:00,Leicester,Tottenham,2,1,H,1.28752,1.33735,EPL,1920
2019-09-21 14:00:00,Manchester City,Watford,8,0,H,6.63049,0.344718,EPL,1920
2019-09-21 14:00:00,Burnley,Norwich,2,0,H,2.39312,0.801428,EPL,1920
2019-09-21 14:00:00,Everton,Sheffield United,0,2,A,1.26041,0.508011,EPL,1920
2019-09-21 16:30:00,Newcastle United,Brighton,0,0,D,1.09807,1.21592,EPL,1920
2019-09-22 13:00:00,Crystal Palace,Wolverhampton Wanderers,1,1,D,0.984777,1.75572,EPL,1920
2019-09-22 13:00:00,West Ham,Manchester United,2,0,H,0.51376,1.27826,EPL,1920
2019-09-22 15:30:00,Chelsea,Liverpool,1,2,A,1.23321,1.03003,EPL,1920
2019-09-22 15:30:00,Arsenal,Aston Villa,3,2,H,2.53209,1.71546,EPL,1920
2019-09-28 11:30:00,Sheffield United,Liverpool,0,1,A,1.17022,1.97079,EPL,1920
2019-09-28 14:00:00,Tottenham,Southampton,2,1,H,1.19008,1.16256,EPL,1920
2019-09-28 14:00:00,Wolverhampton Wanderers,Watford,2,0,H,1.16363,1.06615,EPL,1920
2019-09-28 14:00:00,Aston Villa,Burnley,2,2,D,0.914266,1.66919,EPL,1920
2019-09-28 14:00:00,Bournemouth,West Ham,2,2,D,2.31957,1.29546,EPL,1920
2019-09-28 14:00:00,Chelsea,Brighton,2,0,H,4.26443,0.616263,EPL,1920
2019-09-28 14:00:00,Crystal Palace,Norwich,2,0,H,1.80497,0.712129,EPL,1920
2019-09-28 16:30:00,Everton,Manchester City,1,3,A,2.35854,3.1082,EPL,1920
2019-09-29 15:30:00,Leicester,Newcastle United,5,0,H,1.82438,0.054134,EPL,1920
2019-09-30 19:00:00,Manchester United,Arsenal,1,1,D,1.1335,1.70399,EPL,1920
2019-10-05 12:30:00,Brighton,Tottenham,3,0,H,2.60017,0.478504,EPL,1920
2019-10-05 15:00:00,Burnley,Everton,1,0,H,0.558912,1.30723,EPL,1920
2019-10-05 15:00:00,Liverpool,Leicester,2,1,H,3.74867,0.0982107,EPL,1920
2019-10-05 15:00:00,Norwich,Aston Villa,1,5,A,1.84838,3.67827,EPL,1920
2019-10-05 15:00:00,Watford,Sheffield United,0,0,D,1.44318,0.353724,EPL,1920
2019-10-05 17:30:00,West Ham,Crystal Palace,1,2,A,1.23577,2.0682,EPL,1920
2019-10-06 14:00:00,Manchester City,Wolverhampton Wanderers,0,2,A,1.61884,1.18825,EPL,1920
2019-10-06 14:00:00,Southampton,Chelsea,1,4,A,1.27044,2.15201,EPL,1920
2019-10-06 14:00:00,Arsenal,Bournemouth,1,0,H,1.24109,0.683967,EPL,1920
2019-10-06 16:30:00,Newcastle United,Manchester United,1,0,H,0.650296,0.969204,EPL,1920
2019-10-19 12:30:00,Everton,West Ham,2,0,H,2.23324,0.459112,EPL,1920
2019-10-19 15:00:00,Aston Villa,Brighton,2,1,H,2.96692,1.32184,EPL,1920
2019-10-19 15:00:00,Bournemouth,Norwich,0,0,D,0.675554,0.402873,EPL,1920
2019-10-19 15:00:00,Chelsea,Newcastle United,1,0,H,2.30068,0.197082,EPL,1920
2019-10-19 15:00:00,Leicester,Burnley,2,1,H,0.8291,1.79569,EPL,1920
2019-10-19 15:00:00,Tottenham,Watford,1,1,D,0.891617,0.846851,EPL,1920
2019-10-19 15:00:00,Wolverhampton Wanderers,Southampton,1,1,D,0.887495,1.37695,EPL,1920
2019-10-19 17:30:00,Crystal Palace,Manchester City,0,2,A,0.616864,4.02104,EPL,1920
2019-10-20 16:30:00,Manchester United,Liverpool,1,1,D,0.791862,1.03212,EPL,1920
2019-10-21 20:00:00,Sheffield United,Arsenal,1,0,H,0.895722,0.949735,EPL,1920
2019-10-25 20:00:00,Southampton,Leicester,0,9,A,0.457334,4.38046,EPL,1920
2019-10-26 12:30:00,Manchester City,Aston Villa,3,0,H,3.19004,0.980145,EPL,1920
2019-10-26 15:00:00,Brighton,Everton,3,2,H,1.15279,1.04723,EPL,1920
2019-10-26 15:00:00,Watford,Bournemouth,0,0,D,0.674903,0.899526,EPL,1920
2019-10-26 15:00:00,West Ham,Sheffield United,1,1,D,2.33891,1.16171,EPL,1920
2019-10-26 17:30:00,Burnley,Chelsea,2,4,A,2.23494,0.988321,EPL,1920
2019-10-27 14:00:00,Newcastle United,Wolverhampton Wanderers,1,1,D,0.603104,1.93255,EPL,1920
2019-10-27 16:30:00,Arsenal,Crystal Palace,2,2,D,1.54014,1.77892,EPL,1920
2019-10-27 16:30:00,Liverpool,Tottenham,2,1,H,2.18851,1.35143,EPL,1920
2019-10-27 16:30:00,Norwich,Manchester United,1,3,A,0.8924,4.51232,EPL,1920
2019-11-02 12:30:00,Bournemouth,Manchester United,1,0,H,1.86862,0.641129,EPL,1920
2019-11-02 15:00:00,Arsenal,Wolverhampton Wanderers,1,1,D,1.02552,1.5103,EPL,1920
2019-11-02 15:00:00,Aston Villa,Liverpool,1,2,A,0.741615,2.38824,EPL,1920
2019-11-02 15:00:00,Brighton,Norwich,2,0,H,2.65496,0.455082,EPL,1920
2019-11-02 15:00:00,Manchester City,Southampton,2,1,H,3.36132,0.893889,EPL,1920
2019-11-02 15:00:00,Sheffield United,Burnley,3,0,H,2.58392,0.716613,EPL,1920
2019-11-02 15:00:00,West Ham,Newcastle United,2,3,A,1.53597,1.93192,EPL,1920
2019-11-02 17:30:00,Watford,Chelsea,1,2,A,1.4744,2.18313,EPL,1920
2019-11-03 14:00:00,Crystal Palace,Leicester,0,2,A,0.44291,0.981167,EPL,1920
2019-11-03 16:30:00,Everton,Tottenham,1,1,D,1.15532,0.243393,EPL,1920
2019-11-08 20:00:00,Norwich,Watford,0,2,A,0.62104,1.36017,EPL,1920
2019-11-09 12:30:00,Chelsea,Crystal Palace,2,0,H,3.28903,0.479488,EPL,1920
2019-11-09 15:00:00,Burnley,West Ham,3,0,H,2.4158,0.474281,EPL,1920
2019-11-09 15:00:00,Newcastle United,Bournemouth,2,1,H,2.3306,1.9213,EPL,1920
2019-11-09 15:00:00,Southampton,Everton,1,2,A,0.742281,2.08883,EPL,1920
2019-11-09 15:00:00,Tottenham,Sheffield United,1,1,D,1.5104,0.923443,EPL,1920
2019-11-09 17:30:00,Leicester,Arsenal,2,0,H,1.37055,0.961339,EPL,1920
2019-11-10 14:00:00,Wolverhampton Wanderers,Aston Villa,2,1,H,2.09891,0.473225,EPL,1920
2019-11-10 14:00:00,Manchester United,Brighton,3,1,H,3.65299,1.1342,EPL,1920
2019-11-10 16:30:00,Liverpool,Manchester City,3,1,H,1.3319,1.48104,EPL,1920
2019-11-23 12:30:00,West Ham,Tottenham,2,3,A,0.661449,2.20681,EPL,1920
2019-11-23 15:00:00,Arsenal,Southampton,2,2,D,1.60823,2.60312,EPL,1920
2019-11-23 15:00:00,Bournemouth,Wolverhampton Wanderers,1,2,A,0.849789,1.2765,EPL,1920
2019-11-23 15:00:00,Brighton,Leicester,0,2,A,0.784706,3.50917,EPL,1920
2019-11-23 15:00:00,Crystal Palace,Liverpool,1,2,A,1.02306,1.64291,EPL,1920
2019-11-23 15:00:00,Everton,Norwich,0,2,A,0.812693,1.80849,EPL,1920
2019-11-23 15:00:00,Watford,Burnley,0,3,A,0.902384,2.66281,EPL,1920
2019-11-23 17:30:00,Manchester City,Chelsea,2,1,H,1.23596,0.820474,EPL,1920
2019-11-24 16:30:00,Sheffield United,Manchester United,3,3,D,1.56025,1.33065,EPL,1920
