Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
I1,19/08/2023,17:30,Empoli,Verona,0,1,A,0,0,D,10,10,4,4,2,4,17,18,2,2,0,0
I1,19/08/2023,17:30,Frosinone,Napoli,1,3,A,1,2,A,4,19,1,8,4,6,14,17,3,3,0,0
I1,19/08/2023,19:45,Genoa,Fiorentina,1,4,A,0,3,A,4,9,2,5,3,4,14,13,2,3,0,0
I1,19/08/2023,19:45,Inter,Monza,2,0,H,1,0,H,22,12,3,2,8,3,8,13,1,1,0,0
I1,20/08/2023,17:30,Roma,Salernitana,2,2,D,1,1,D,13,3,3,2,9,1,12,9,0,4,0,0
I1,20/08/2023,17:30,Sassuolo,Atalanta,0,2,A,0,0,D,11,16,3,6,7,7,9,13,0,0,0,0
I1,20/08/2023,19:45,Lecce,Lazio,2,1,H,0,1,A,23,10,7,4,5,2,12,16,3,2,0,0
I1,20/08/2023,19:45,Udinese,Juventus,0,3,A,0,3,A,18,9,5,4,7,3,12,10,1,3,0,0
I1,21/08/2023,17:30,Torino,Cagliari,0,0,D,0,0,D,11,8,2,2,8,3,8,12,1,1,0,0
I1,21/08/2023,19:45,Bologna,Milan,0,2,A,0,2,A,17,10,5,6,3,6,10,4,2,2,0,0
I1,26/08/2023,17:30,Frosinone,Atalanta,2,1,H,2,0,H,13,18,5,6,3,7,10,10,1,2,0,0
I1,26/08/2023,17:30,Monza,Empoli,2,0,H,1,0,H,20,18,5,6,6,5,14,7,1,2,0,0
I1,26/08/2023,19:45,Milan,Torino,4,1,H,3,1,H,17,8,7,1,2,1,13,16,2,3,0,0
I1,26/08/2023,19:45,Verona,Roma,2,1,H,2,0,H,5,23,3,7,1,12,17,12,1,3,1,0
I1,27/08/2023,17:30,Fiorentina,Lecce,2,2,D,2,0,H,9,6,4,2,3,3,13,12,1,3,0,0
I1,27/08/2023,17:30,Juventus,Bologna,1,1,D,0,1,A,14,9,3,4,5,1,14,13,2,1,0,0
I1,27/08/2023,19:45,Lazio,Genoa,0,1,A,0,1,A,16,5,2,3,15,1,9,16,4,2,0,0
I1,27/08/2023,19:45,Napoli,Sassuolo,2,0,H,1,0,H,25,6,5,1,12,4,9,10,0,1,0,1
I1,28/08/2023,17:30,Salernitana,Udinese,1,1,D,0,0,D,9,14,4,6,7,5,12,19,4,4,0,0
I1,28/08/2023,19:45,Cagliari,Inter,0,2,A,0,2,A,12,17,2,3,4,7,9,10,1,1,0,0
I1,01/09/2023,17:30,Sassuolo,Verona,3,1,H,1,0,H,16,11,7,3,10,1,8,13,1,3,0,0
I1,01/09/2023,19:45,Roma,Milan,1,2,A,0,1,A,13,9,2,4,3,5,14,15,2,4,0,1
I1,02/09/2023,17:30,Bologna,Cagliari,2,1,H,0,1,A,16,7,7,1,5,2,9,13,1,2,0,0
I1,02/09/2023,17:30,Udinese,Frosinone,0,0,D,0,0,D,12,12,6,2,3,5,14,9,2,2,0,0
I1,02/09/2023,19:45,Atalanta,Monza,3,0,H,2,0,H,18,8,8,2,7,3,11,9,0,3,0,0
I1,02/09/2023,19:45,Napoli,Lazio,1,2,A,1,1,D,22,6,4,2,7,2,8,9,1,2,0,0
I1,03/09/2023,17:30,Inter,Fiorentina,4,0,H,1,0,H,21,6,11,2,1,1,13,12,1,1,0,0
I1,03/09/2023,17:30,Torino,Genoa,1,0,H,0,0,D,10,7,3,2,4,0,13,7,2,5,0,0
I1,03/09/2023,19:45,Empoli,Juventus,0,2,A,0,1,A,7,18,0,5,3,7,14,13,3,3,0,0
I1,03/09/2023,19:45,Lecce,Salernitana,2,0,H,1,0,H,20,11,6,4,6,5,17,15,3,3,0,0
I1,16/09/2023,14:00,Juventus,Lazio,3,1,H,2,0,H,17,16,7,5,7,9,13,13,5,1,0,0
I1,16/09/2023,17:00,Inter,Milan,5,1,H,2,0,H,14,9,7,2,5,0,16,13,2,2,0,0
I1,16/09/2023,19:45,Genoa,Napoli,2,2,D,1,0,H,8,12,3,4,3,1,14,8,3,2,0,0
I1,17/09/2023,11:30,Cagliari,Udinese,0,0,D,0,0,D,10,11,1,1,4,6,12,11,2,1,1,0
I1,17/09/2023,14:00,Frosinone,Sassuolo,4,2,H,1,2,A,16,18,6,7,5,6,10,9,4,2,0,0
I1,17/09/2023,14:00,Monza,Lecce,1,1,D,1,1,D,25,4,6,3,10,1,17,11,6,1,1,1
